,startoftext,person</w>,person</w>,share</w>,kisses</w>,endoftext
frame_263,208893.20969581604,78859.8507642746,92245.22858858109,180252.37321853638,136614.3822669983,303134.948015213
frame_264,331584.99002456665,86600.82519054413,96344.81370449066,189265.51938056946,75173.58660697937,221030.26509284973
frame_265,152343.2433605194,77047.51193523407,70327.69918441772,177432.23905563354,172043.47252845764,350805.8190345764
frame_266,189489.99047279358,127885.58006286621,113891.73567295074,153680.4437637329,104132.83109664917,310919.4338321686
frame_267,209656.05974197388,89142.39704608917,133161.5149974823,200468.0037498474,91225.44527053833,276346.6238975525
frame_268,179471.58217430115,79088.16635608673,66066.99526309967,188795.38774490356,120776.48937702179,365801.3939857483
frame_269,193101.55510902405,97864.25530910492,80007.12096691132,121305.75627088547,225226.5214920044,282494.78340148926
frame_270,141927.62970924377,100582.0631980896,85372.6863861084,188540.14575481415,123077.55649089813,360499.91846084595
frame_271,188729.49481010437,69782.8158736229,94322.18968868256,169943.4220790863,68595.0294137001,408627.0332336426
frame_272,129410.69900989532,84894.38891410828,97024.3588089943,140201.00235939026,166225.41844844818,382244.13990974426
frame_273,122856.16248846054,78229.07716035843,134342.31281280518,118388.332426548,146274.26862716675,399909.8539352417
frame_274,121959.60432291031,75964.42103385925,124606.80305957794,212096.13978862762,125831.38048648834,339541.6736602783
frame_275,165639.84751701355,96342.01228618622,90558.71516466141,171912.5360250473,132858.32107067108,342688.56048583984
frame_276,173030.64465522766,64292.021095752716,119400.05421638489,219348.4902381897,162184.0000152588,261744.76742744446
frame_277,192819.4910287857,71165.99380970001,84503.38244438171,190979.57015037537,137832.73100852966,322698.83155822754
frame_278,214282.63187408447,64601.242542266846,112264.39476013184,234891.5934562683,102107.56957530975,271852.5528907776
frame_279,95939.53937292099,92652.0973443985,115796.31268978119,159762.12918758392,164396.70324325562,371453.195810318
frame_280,161413.5503768921,108681.321144104,81922.69504070282,126036.97180747986,113484.15911197662,408461.2727165222
frame_281,143821.31397724152,98845.01248598099,130802.18434333801,162178.21836471558,132008.93998146057,332344.3531990051
frame_282,148048.19226264954,109481.49859905243,114572.65168428421,171159.5356464386,153898.686170578,302839.4281864166
frame_283,95999.95613098145,86404.32357788086,78075.89322328568,161458.46247673035,92898.19002151489,485163.21182250977
frame_284,127888.44108581543,82737.97482252121,74632.4211359024,144052.08826065063,212844.16317939758,357844.91896629333
frame_285,266616.2848472595,78108.95889997482,106012.61258125305,147720.29221057892,179948.06170463562,221593.7376022339
frame_286,218366.42920970917,67692.18295812607,117569.4465637207,160828.50098609924,168673.69413375854,266869.7237968445
frame_287,194354.17652130127,68943.5601234436,69379.5382976532,176507.23457336426,203285.99214553833,287529.49833869934
frame_288,154856.66692256927,87809.19760465622,111651.15237236023,174663.55860233307,84428.02727222443,386591.4046764374
frame_289,173263.41569423676,60870.89329957962,104457.40818977356,185476.98855400085,104035.18378734589,371896.1477279663
frame_290,218718.08171272278,45321.05475664139,58130.68896532059,162966.68350696564,116849.33304786682,398014.1580104828
frame_291,184336.06624603271,67002.7956366539,87520.43545246124,171023.45824241638,138545.33433914185,351571.9175338745
frame_292,184210.47925949097,66754.93717193604,114481.68009519577,196069.82171535492,147391.14046096802,291091.9487476349
frame_293,226397.91667461395,105035.16346216202,95420.57663202286,113342.26280450821,149369.89545822144,310434.16261672974
frame_294,187878.45969200134,101845.31658887863,108288.7127995491,123367.68209934235,126758.81385803223,351861.02986335754
frame_295,224263.84687423706,80386.31081581116,71713.1495475769,158139.85466957092,160310.47701835632,305186.39087677
frame_296,176981.5981388092,70695.83237171173,113816.46990776062,121030.49457073212,147482.18655586243,369993.3886528015
frame_297,178883.28433036804,90089.5819067955,88445.66345214844,101084.41114425659,126222.37205505371,415274.6796607971
frame_298,221897.84049987793,90393.93067359924,97144.87195014954,163316.42866134644,173317.25358963013,253929.67462539673
frame_299,229176.16367340088,60254.5328438282,92585.07192134857,196460.44075489044,109599.36678409576,311924.39794540405
frame_300,132663.0711555481,65377.41422653198,74620.03082036972,209766.6710615158,161290.9734249115,356281.8169593811
frame_301,293082.1180343628,98365.00883102417,60152.098536491394,100268.84824037552,156605.5715084076,291526.31759643555
frame_302,146018.04316043854,69534.66683626175,113477.14811563492,214444.63729858398,130643.3379650116,325882.1368217468
frame_303,165463.73069286346,74585.97421646118,100354.90989685059,192294.59762573242,196028.26237678528,271272.54009246826
frame_304,94215.43776988983,84312.66993284225,112206.41434192657,225445.59836387634,124098.58405590057,359721.302986145
frame_305,156911.62645816803,92275.00855922699,116535.15696525574,180454.25415039062,138313.47227096558,315510.45179367065
frame_306,159112.51306533813,93757.83801078796,78637.0113492012,210641.22021198273,167008.75759124756,290842.6523208618
frame_307,157380.52129745483,101333.45425128937,99312.1862411499,113827.88419723511,95902.54724025726,432243.4067726135
frame_308,162834.58471298218,77087.62586116791,104122.25127220154,236938.35735321045,100224.46513175964,318792.76037216187
frame_309,173962.50367164612,93756.50435686111,97816.47473573685,216289.81828689575,128336.69781684875,289838.0160331726
frame_310,219302.9373884201,69747.24680185318,78675.01676082611,157001.3165473938,78867.56211519241,396405.9352874756
frame_311,212575.21212100983,97189.2774105072,119830.99579811096,136896.83377742767,138249.18866157532,295258.492231369
frame_312,225362.8373146057,79074.65100288391,130397.37939834595,207851.1118888855,100610.03267765045,256703.97281646729
frame_313,227159.17229652405,78016.53444766998,118457.98045396805,233951.19607448578,142483.6665391922,199931.45763874054
frame_314,165998.72708320618,153335.48188209534,110586.86673641205,122808.19565057755,168649.3754386902,278621.3457584381
frame_315,132549.28588867188,66201.15041732788,85092.12732315063,182074.6213197708,119593.5606956482,414489.2692565918
frame_316,137654.45351600647,84453.24003696442,89642.4800157547,141443.04394721985,108713.23943138123,438093.54305267334
frame_317,236184.41820144653,74824.43749904633,48153.385519981384,110674.1726398468,109757.25203752518,420406.3415527344
frame_318,152951.1958360672,82069.78440284729,94674.9672293663,156720.8766937256,186838.20962905884,326744.9736595154
frame_319,190115.15378952026,84698.34923744202,76275.19965171814,139667.13845729828,101211.02631092072,408033.1325531006
frame_320,132482.08165168762,77449.36645030975,104857.20634460449,146559.74507331848,112236.52213811874,426415.1155948639
frame_321,102404.59442138672,70170.71545124054,105114.19922113419,109072.91620969772,218970.44777870178,394267.11201667786
frame_322,120411.14270687103,61855.05539178848,86413.39838504791,125479.11703586578,108614.7278547287,497226.5362739563
frame_323,184657.2905778885,106284.82699394226,94904.96665239334,191265.95556735992,113901.11595392227,308985.8293533325
frame_324,113378.75574827194,71693.74823570251,90932.16061592102,130959.70451831818,144133.94033908844,448901.7128944397
frame_325,228525.69818496704,91989.01057243347,80778.83720397949,223896.19052410126,127820.37258148193,246989.8760318756
frame_326,86052.52206325531,83655.10404109955,84305.21190166473,174121.79708480835,118277.46033668518,453587.8896713257
frame_327,229779.15406227112,106009.14061069489,97812.42907047272,152692.46697425842,152326.64346694946,261380.1658153534
frame_328,140469.2530632019,87272.40562438965,112136.57259941101,114986.15890741348,250898.74863624573,294236.8686199188
frame_329,241558.16435813904,94613.00075054169,71790.1661992073,102761.61879301071,89213.68420124054,400063.3955001831
frame_330,266886.77072525024,105606.00459575653,130466.5356874466,185251.95121765137,85410.07339954376,226378.6494731903
frame_331,147337.1833562851,74336.43937110901,107953.68254184723,178323.70102405548,84806.68067932129,407242.3279285431
frame_332,169218.45078468323,63221.23855352402,78678.32481861115,188493.40081214905,125004.24683094025,375384.3307495117
frame_333,181631.99722766876,55220.3506231308,112191.5727853775,135462.9248380661,138971.55225276947,376521.5873718262
frame_334,233477.97989845276,114376.4778971672,82999.28903579712,112496.56975269318,145557.09064006805,311092.6151275635
frame_335,161592.0066833496,136672.82462120056,82469.47824954987,155428.82680892944,134904.59322929382,328932.2555065155
frame_336,119237.37823963165,65912.96195983887,115992.12139844894,219654.82831001282,113497.92778491974,365704.7748565674
frame_337,147820.02568244934,78932.88135528564,119338.5124206543,140915.60244560242,175385.9519958496,337607.0261001587
frame_338,259419.0537929535,68783.33538770676,70383.57108831406,207862.52617835999,93556.78409337997,299994.70710754395
frame_339,114892.46785640717,132998.0194568634,100404.42645549774,223410.12954711914,92086.5535736084,336208.40311050415
frame_340,157959.58042144775,74058.58486890793,103190.22834300995,164283.33520889282,112062.76714801788,388445.49655914307
frame_341,172243.68453025818,104283.25086832047,97096.44317626953,132311.58256530762,130783.87081623077,363281.1903953552
frame_342,109258.4952712059,73219.1801071167,60052.02978849411,166900.8731842041,204115.5993938446,386453.8073539734
frame_343,129305.06467819214,51973.22368621826,82407.80234336853,179152.54831314087,137711.3163471222,419450.044631958
frame_344,186155.0211906433,64345.091581344604,88124.52852725983,197033.94174575806,121933.7061047554,342407.6735973358
frame_345,196625.18799304962,104374.31931495667,129160.86614131927,241892.2483921051,123791.26995801926,204156.11565113068
frame_346,158974.34949874878,86644.67930793762,108713.47784996033,227602.42223739624,135599.49398040771,282465.5771255493
frame_347,144723.5941886902,112266.94285869598,78077.06296443939,118438.57169151306,152562.32023239136,393931.50806427
frame_348,249564.0516281128,68725.49653053284,72645.93243598938,127554.7444820404,77396.7057466507,404113.0542755127
frame_349,94817.08705425262,50727.33014822006,76654.39695119858,118419.38644647598,171699.19610023499,487682.61075019836
frame_350,189411.40174865723,92121.75011634827,133887.11214065552,121863.32046985626,118772.4769115448,343943.9535140991
frame_351,213980.7790517807,84615.40937423706,114491.59681797028,196146.51799201965,106797.81436920166,283967.88239479065
frame_352,167152.7773141861,94916.16487503052,72487.57779598236,111689.45580720901,189373.52299690247,364380.50866127014
frame_353,146633.17799568176,60246.7879652977,99507.04872608185,122707.88848400116,198232.11431503296,372672.975063324
frame_354,118542.6339507103,87075.1217007637,89118.04109811783,198876.67894363403,155068.15910339355,351319.3726539612
frame_355,164623.6777305603,93728.87760400772,94715.56544303894,176651.77583694458,94249.39751625061,376030.68351745605
frame_356,182258.33773612976,56601.330637931824,114384.64373350143,220367.31243133545,170394.8676586151,255993.51525306702
frame_357,195290.4760837555,77398.05430173874,88350.54934024811,220390.58804512024,126726.09090805054,291844.2487716675
frame_358,104097.61220216751,92867.8810596466,91927.30486392975,145525.87270736694,153287.55974769592,412293.7619686127
frame_359,116815.36585092545,79790.45808315277,141149.93810653687,127431.86950683594,168577.1644115448,366235.1965904236
frame_360,173201.50136947632,102183.0216050148,96444.19699907303,165515.4824256897,75391.30747318268,387264.4901275635
frame_361,152180.82070350647,107621.74427509308,94660.6993675232,178258.0316066742,226190.56701660156,241088.1221294403
frame_362,183836.1918926239,93889.69093561172,116532.45240449905,137006.32750988007,88882.05885887146,379853.3082008362
frame_363,206553.8763999939,74076.07138156891,99014.95277881622,179280.1171541214,138554.76677417755,302520.2751159668
frame_364,156447.54469394684,85447.40080833435,115864.1129732132,159526.58653259277,163800.1799583435,318914.17503356934
frame_365,286342.6208496094,74529.13373708725,82345.16531229019,181261.18183135986,66856.9803237915,308664.9179458618
frame_366,137767.31491088867,71049.68279600143,108494.92996931076,177004.66513633728,150084.59985256195,355598.8371372223
frame_367,149659.9167585373,93523.65881204605,119830.59346675873,163707.4053287506,135357.17129707336,337921.26178741455
frame_368,177067.1010017395,88163.06293010712,122102.23078727722,101276.48711204529,237488.83605003357,273902.2970199585
frame_369,150178.10463905334,109005.80883026123,83344.04230117798,140406.996011734,195520.02847194672,321545.0048446655
frame_370,212828.80008220673,87139.33825492859,91421.11241817474,224929.63075637817,184479.4750213623,199201.61366462708
frame_371,225982.21898078918,53138.27097415924,108670.80092430115,253847.77784347534,147983.49142074585,210377.39515304565
frame_372,121589.91396427155,64756.31892681122,103891.46208763123,169097.12553024292,180784.28506851196,359880.86462020874
frame_373,184098.4970331192,63447.40092754364,139274.59716796875,247239.351272583,184582.85927772522,181357.2645187378
frame_374,170851.469039917,68702.0868062973,85206.49373531342,158351.89819335938,176158.77091884613,340729.296207428
frame_375,75485.40830612183,47901.24297142029,101937.51007318497,245363.11626434326,145460.3672027588,383852.36263275146
frame_376,162897.58682250977,69282.85956382751,75683.63100290298,139707.41629600525,133281.57365322113,419146.95501327515
frame_377,161093.77145767212,124787.74785995483,87897.19641208649,163265.97332954407,122814.81176614761,340140.52152633667
frame_378,223858.17766189575,73385.68568229675,110169.00092363358,216569.6620941162,146512.6872062683,229504.7640800476
frame_379,101957.70114660263,65550.0590801239,96745.46867609024,236720.20435333252,166469.4994688034,332557.0523738861
frame_380,236422.62816429138,103209.04105901718,97261.2053155899,169082.04555511475,88533.22267532349,305491.8050765991
frame_381,170030.53426742554,124846.6745018959,88906.07953071594,114711.17287874222,108260.77312231064,393244.80295181274
frame_382,229937.67261505127,76623.85702133179,97089.14160728455,222964.49542045593,97068.44389438629,276316.40434265137
frame_383,142562.21055984497,77698.20094108582,128133.92281532288,145177.24514007568,139088.33265304565,367340.087890625
frame_384,217231.57167434692,91460.37697792053,85034.48963165283,192305.3115606308,108824.15622472763,305144.0715789795
frame_385,153701.3202905655,84208.78648757935,82646.54874801636,66842.64540672302,197442.9190158844,415157.7949523926
frame_386,142552.6738166809,105920.2179312706,79875.18608570099,87295.5173254013,179763.5555267334,404592.8418636322
frame_387,202155.57515621185,94409.00385379791,107819.97442245483,168924.92771148682,121560.61083078384,305129.88567352295
frame_388,161321.43139839172,55683.72085690498,71500.4950761795,244806.37907981873,138366.9674396515,328321.03967666626
frame_389,207224.041223526,46873.293817043304,64500.80871582031,192584.49971675873,158965.24488925934,329852.04458236694
frame_390,141129.64272499084,93579.91814613342,93750.30547380447,165542.96016693115,210410.05849838257,295587.12244033813
frame_391,150860.2797985077,108064.41307067871,60515.12807607651,121210.69431304932,109267.2049999237,450082.2722911835
frame_392,163997.44153022766,112157.03189373016,95214.03908729553,123929.72409725189,142255.5446624756,362446.1889266968
frame_393,207006.93130493164,77024.4300365448,100369.87066268921,201004.5051574707,75306.53476715088,339287.72807121277
frame_394,92374.2800951004,90684.22019481659,114796.04244232178,139516.05558395386,197654.90293502808,364974.4987487793
frame_395,168241.08362197876,64243.435859680176,81524.95324611664,112240.22507667542,107361.12296581268,466389.1792297363
frame_396,114731.74393177032,75526.48335695267,78007.10201263428,200696.58756256104,117759.37676429749,413278.6989212036
frame_397,172718.40572357178,97088.57536315918,82380.64497709274,170478.32906246185,134621.5158700943,342712.52155303955
frame_398,260993.21246147156,65019.27971839905,82954.39183712006,162188.5448694229,134471.02904319763,294373.5122680664
frame_399,186913.81812095642,77230.38643598557,153227.22494602203,180834.77020263672,135449.67770576477,266344.1300392151
frame_400,215997.04027175903,105443.70114803314,78246.20604515076,166171.8189716339,163391.26229286194,270749.92656707764
frame_401,142097.5923538208,105994.26180124283,104252.62153148651,164886.41500473022,106985.22627353668,375783.89048576355
frame_402,182230.6215763092,65588.10919523239,82477.76329517365,247458.15992355347,78385.87462902069,343859.4937324524
frame_403,124394.29759979248,66657.26006031036,120773.7848162651,152993.6045408249,132750.19824504852,402430.8919906616
frame_404,202852.69618034363,105450.16825199127,117830.85763454437,139217.70453453064,88166.54980182648,346482.0086956024
frame_405,157469.18320655823,90552.76215076447,123446.66570425034,153320.22309303284,217111.57262325287,258099.61557388306
frame_406,135312.2889995575,100281.02993965149,122671.38063907623,129355.46040534973,112726.25625133514,399653.5837650299
frame_407,199123.7998008728,69023.92208576202,87678.71558666229,244268.86439323425,134243.84593963623,265660.82239151
frame_408,212934.2406988144,73318.77946853638,113165.43072462082,145067.84081459045,136452.3321390152,319061.39850616455
frame_409,212422.26660251617,82086.62271499634,95867.14208126068,153781.16071224213,132368.59440803528,323474.1687774658
frame_410,168706.59589767456,68349.72649812698,63745.200634002686,96329.465508461,188440.60599803925,414428.38311195374
frame_411,161902.63628959656,129346.5793132782,77477.17201709747,107633.67265462875,217066.49661064148,306573.42076301575
frame_412,176504.15003299713,89781.95488452911,95581.00253343582,167711.69006824493,188733.16049575806,281688.0941390991
frame_413,167237.0284795761,103343.26326847076,102179.54218387604,110511.4072561264,89027.36753225327,427701.4136314392
frame_414,210629.31418418884,68031.13222122192,44704.19138669968,135368.7345981598,114359.27450656891,426907.36055374146
frame_415,229419.21651363373,95479.65228557587,86935.02843379974,151478.32036018372,144848.0486869812,291839.74862098694
frame_416,185783.35642814636,78889.75739479065,139637.93218135834,113982.79666900635,169891.47663116455,311814.69559669495
frame_417,254180.58037757874,60286.72307729721,71614.56346511841,146566.9870376587,103827.60316133499,363523.54288101196
frame_418,233305.24563789368,66207.03637599945,115456.90149068832,202366.6799068451,78701.34711265564,303962.767124176
frame_419,171587.09466457367,89027.06205844879,107830.60640096664,154516.90554618835,193107.7241897583,283930.59968948364
frame_420,196906.1642885208,79633.59355926514,87392.09175109863,149391.66605472565,187494.73989009857,299181.7593574524
frame_421,220032.57274627686,141786.75413131714,72969.48879957199,119041.48757457733,162799.4030714035,283370.31602859497
frame_422,69027.71443128586,87105.1698923111,139821.76780700684,103377.13360786438,186711.34114265442,413956.880569458
frame_423,314005.19609451294,95756.91819190979,82964.79284763336,119796.12708091736,173388.33212852478,214088.66345882416
frame_424,165091.1271572113,88710.44963598251,102493.84492635727,179841.33958816528,83609.62569713593,380253.6129951477
frame_425,118506.71470165253,77168.5540676117,128863.73698711395,154373.1987476349,128167.83785820007,392919.98744010925
frame_426,162383.22854042053,87129.607796669,106549.14379119873,133531.95786476135,141352.42998600006,369053.60221862793
frame_427,175731.360912323,60156.580060720444,96370.8758354187,164967.8200483322,96347.16808795929,406426.16152763367
frame_428,111435.03338098526,110795.91512680054,136160.85052490234,125850.64768791199,126066.92314147949,389690.637588501
frame_429,205340.1619195938,126346.79675102234,90816.88523292542,160192.93665885925,110237.04707622528,307066.1723613739
frame_430,158369.63057518005,80601.63259506226,100244.46249008179,174838.125705719,78302.66654491425,407643.49699020386
frame_431,168712.73517608643,70039.65228796005,97236.87171936035,229985.01360416412,79701.4981508255,354324.22161102295
frame_432,151972.4279642105,67554.2876124382,74841.73029661179,240984.41004753113,140452.23593711853,324194.93794441223
frame_433,157921.06091976166,71208.1789970398,117947.19099998474,214015.09642601013,111181.51247501373,327726.96018218994
frame_434,153835.0135087967,115901.55214071274,69423.39241504669,143246.129155159,123705.87885379791,393887.996673584
frame_435,127823.02498817444,72700.84321498871,42377.34526395798,200518.57829093933,69730.75866699219,486849.48682785034
frame_436,136085.34634113312,84203.16129922867,165338.9036655426,190508.35072994232,97427.87480354309,326436.3408088684
frame_437,141127.22873687744,93205.80959320068,117477.12641954422,170318.64821910858,183764.2937898636,294106.9006919861
frame_438,143324.8221874237,105219.45357322693,115563.5267496109,171828.2401561737,154979.03525829315,309084.8922729492
frame_439,139844.05994415283,69638.87065649033,125788.53964805603,160961.27033233643,133521.1992263794,370246.0527420044
frame_440,94163.08999061584,48075.19167661667,67212.82750368118,175750.10657310486,129750.60939788818,485048.17485809326
frame_441,167374.58109855652,66762.50696182251,121305.78607320786,224666.69976711273,77972.62072563171,341917.7830219269
frame_442,150190.86003303528,63375.39851665497,137078.27031612396,159031.480550766,107849.82144832611,382474.1840362549
frame_443,147235.03589630127,83589.30051326752,158549.0107536316,193637.4306678772,77013.50748538971,339975.7146835327
frame_444,226583.13810825348,106862.35874891281,61750.29277801514,110429.0559887886,146958.20212364197,347416.9373512268
frame_445,142223.58167171478,63422.50853776932,81732.39231109619,182863.0566596985,132129.43077087402,397629.0225982666
frame_446,203886.30032539368,113500.9303689003,73630.31804561615,172806.7547082901,112408.06430578232,323767.66204833984
frame_447,118632.34639167786,121127.55328416824,127678.84135246277,150172.35279083252,133763.79013061523,348625.123500824
frame_448,157259.7175836563,102948.84443283081,101716.80897474289,79156.7713022232,179700.88124275208,379216.9392108917
frame_449,215559.184551239,106073.59558343887,107617.62410402298,104201.27213001251,140385.74695587158,326162.57667541504
frame_450,217536.71765327454,80495.48417329788,121487.37162351608,248689.74089622498,70287.46604919434,261503.24940681458
frame_451,147951.48372650146,81572.24208116531,109184.30984020233,139759.76407527924,137032.03201293945,384500.1459121704
frame_452,123483.21080207825,100062.17658519745,97648.28532934189,184652.85003185272,122990.75722694397,371162.7125740051
frame_453,166516.09539985657,91203.25744152069,155462.87596225739,179430.84239959717,149888.44096660614,257498.47292900085
frame_454,150481.6710948944,76157.32401609421,98878.94988059998,248319.70036029816,148244.4554567337,277917.92154312134
frame_455,160549.52144622803,117158.9270234108,116269.17123794556,140557.61694908142,169829.39839363098,295635.4022026062
frame_456,175517.67826080322,98243.32594871521,91370.45592069626,207287.07313537598,166156.50057792664,261424.9885082245
frame_457,173180.28211593628,86430.84764480591,81975.56436061859,183152.4521112442,130250.52845478058,345010.34021377563
frame_458,143057.25693702698,94270.09522914886,105502.78425216675,123921.49865627289,117395.75862884521,415852.6062965393
frame_459,145658.55264663696,141011.0890865326,102771.50571346283,117409.81787443161,199666.61930084229,293482.4228286743
frame_460,188896.98386192322,89749.41074848175,85912.39154338837,116110.35466194153,134483.29269886017,384847.58138656616
frame_461,175836.53330802917,107027.70203351974,90348.04999828339,173729.86674308777,59170.16416788101,393887.6986503601
frame_462,263805.18078804016,85600.95727443695,78451.03740692139,151356.57787322998,152635.3508234024,268150.8958339691
frame_463,118430.84543943405,76947.31652736664,92623.85964393616,178562.67094612122,163051.63502693176,370383.6798667908
frame_464,116096.81695699692,80607.62286186218,81650.39122104645,91282.13673830032,175014.2276287079,455348.78969192505
frame_465,197220.02744674683,74860.96024513245,65931.58841133118,117955.13331890106,109137.10296154022,434895.1578140259
frame_466,158594.41459178925,102051.40709877014,85384.17518138885,112295.29976844788,151722.17786312103,389952.54039764404
frame_467,185517.72832870483,109749.81635808945,77994.10074949265,105927.09481716156,170519.1433429718,350292.0866012573
frame_468,108183.22002887726,101160.77959537506,79108.96837711334,91366.18673801422,248254.56738471985,371926.2480735779
frame_469,92662.85598278046,65008.535981178284,99384.16630029678,103113.0850315094,158053.35342884064,481778.02562713623
frame_470,312640.7861709595,85902.57167816162,62427.14077234268,142936.27440929413,141321.48027420044,254771.73924446106
frame_471,156101.67384147644,65231.52440786362,96867.56879091263,234037.89103031158,159060.13548374176,288701.23624801636
frame_472,276801.28812789917,66753.78233194351,107666.19443893433,111438.89278173447,109461.9482755661,327877.84934043884
frame_473,220389.5002603531,128389.68634605408,106319.67335939407,96100.43466091156,194192.64793395996,254608.09469223022
frame_474,93437.88772821426,70949.62894916534,108631.06697797775,159801.72157287598,183930.33742904663,383249.34244155884
frame_475,123214.17778730392,66779.84446287155,105582.73643255234,148800.96912384033,135261.32702827454,420360.9228134155
frame_476,120813.83168697357,57472.60898351669,75172.33490943909,93172.26707935333,151527.21107006073,501841.78352355957
frame_477,185517.3408985138,120275.02059936523,128010.94353199005,146411.2550020218,157079.97977733612,262705.4452896118
frame_478,139832.0496082306,106700.80035924911,114113.7033700943,104031.71181678772,186963.94562721252,348357.79666900635
frame_479,240952.35764980316,75908.48207473755,92712.70036697388,130630.85079193115,93610.7337474823,366184.89027023315
frame_480,151255.5480003357,94245.50831317902,59186.1829161644,76485.57424545288,151277.98914909363,467549.23462867737
frame_481,187094.3009853363,83746.80578708649,94019.86002922058,199778.79524230957,81037.41705417633,354322.8209018707
frame_482,240318.47715377808,58623.37350845337,71024.03044700623,217715.97862243652,91751.48606300354,320566.68400764465
frame_483,235756.23333454132,69364.0410900116,104417.54758358002,187043.11549663544,98905.83157539368,304513.24582099915
frame_484,148921.51951789856,111542.18018054962,76372.51913547516,107118.1446313858,116596.2815284729,439449.3103027344
frame_485,150986.32872104645,107348.76990318298,94290.1074886322,135666.8770313263,238267.4217224121,273440.48023223877
frame_486,133162.0216369629,75670.55523395538,66424.70508813858,109262.24291324615,183384.29927825928,432096.1833000183
frame_487,125412.16611862183,92265.51651954651,102490.54431915283,123387.53044605255,192080.0507068634,364364.2067909241
frame_488,174214.06507492065,92307.23977088928,102170.13955116272,204198.86708259583,106199.33903217316,320910.33458709717
frame_489,158734.94744300842,86146.5036869049,98583.37044715881,155510.87260246277,213891.95322990417,287132.3227882385
frame_490,127195.86491584778,92643.79739761353,116350.47942399979,195984.1251373291,141048.5953092575,326777.1303653717
frame_491,214952.57318019867,82914.66534137726,83574.97304677963,177810.77325344086,150815.7104253769,289931.2973022461
frame_492,172146.23093605042,106531.31455183029,117391.78746938705,106107.89060592651,159563.15398216248,338259.60755348206
frame_493,170962.95952796936,62684.36461687088,104197.24136590958,168856.50157928467,133305.1323890686,359993.8154220581
frame_494,169599.83110427856,80206.21538162231,107177.37674713135,160777.2707939148,142785.9216928482,339453.39918136597
frame_495,134155.66086769104,109832.47309923172,74412.19687461853,138699.17392730713,254817.96264648438,288082.5400352478
frame_496,215269.83380317688,69995.4405426979,93441.53106212616,210541.2781238556,103265.09177684784,307486.8321418762
frame_497,111597.91052341461,99082.53699541092,104184.14324522018,233701.13968849182,120599.82866048813,330834.41853523254
frame_498,199401.1551141739,69229.26008701324,71973.59949350357,158242.22564697266,148358.88147354126,352794.8558330536
frame_499,224140.88249206543,62382.68315792084,105335.17599105835,109653.26428413391,128894.19496059418,369593.7991142273
frame_500,179108.75380039215,106927.67798900604,115036.29386425018,178436.90514564514,123107.1725487709,297383.189201355
frame_501,163750.20146369934,94626.11377239227,78474.0000963211,135861.8438243866,140148.38635921478,387139.4395828247
frame_502,131593.9426422119,101082.31008052826,91512.2926235199,152351.7221212387,178882.3902606964,344577.3124694824
frame_503,223524.18303489685,86263.07547092438,90865.67163467407,202448.66609573364,114880.74064254761,282017.64822006226
frame_504,146427.75058746338,133184.4925880432,123601.71973705292,90286.55290603638,302717.3578739166,203782.14120864868
frame_505,178889.14048671722,96661.64219379425,99090.75498580933,136954.48637008667,132261.33584976196,356142.64011383057
frame_506,149454.71286773682,109418.06435585022,105869.86690759659,173347.27942943573,153065.47284126282,308844.6259498596
frame_507,203489.45260047913,88156.28290176392,88253.48317623138,106696.54607772827,179413.49744796753,333990.75269699097
frame_508,160002.88724899292,95741.90527200699,130522.80247211456,146781.3402414322,155447.66187667847,311503.41033935547
frame_509,129254.44543361664,93620.86653709412,143042.34087467194,107259.75036621094,127706.54261112213,399116.03927612305
frame_510,303287.0888710022,102047.8755235672,69200.21772384644,165657.72891044617,64838.75960111618,294968.3368206024
frame_511,138411.86463832855,75382.21776485443,123374.50683116913,115669.98064517975,214395.95520496368,332765.51961898804
frame_512,235769.71888542175,79005.95664978027,95470.33905982971,102202.26645469666,133220.46399116516,354331.25495910645
frame_513,169545.17364501953,86805.95457553864,95621.48153781891,120993.39067935944,208005.81574440002,319028.19871902466
frame_514,185790.71760177612,104837.26114034653,96964.61260318756,171937.4656677246,138171.76222801208,302298.1882095337
frame_515,249972.29874134064,100132.73358345032,91460.2130651474,147513.41938972473,128703.35578918457,282217.97943115234
frame_516,178593.02461147308,95728.50912809372,116433.0393075943,165808.85648727417,132635.05697250366,310801.50604248047
frame_517,185868.7698841095,80082.34202861786,93987.92684078217,163294.38984394073,172053.33709716797,304713.24920654297
frame_518,94328.6120891571,112377.06243991852,73823.99588823318,130214.66135978699,161961.10844612122,427294.5523262024
frame_519,188564.53895568848,129072.74067401886,90167.42557287216,113443.47149133682,110871.38950824738,367880.4337978363
frame_520,215155.27367591858,128596.2462425232,114506.02114200592,80504.19390201569,170520.30563354492,290717.9594039917
frame_521,183581.24792575836,58883.4173977375,95962.33069896698,157659.54554080963,237407.8929424286,266505.56921958923
frame_522,126767.39692687988,92654.97326850891,117789.59631919861,158298.95436763763,167797.0588207245,336692.03519821167
frame_523,225167.82581806183,127842.69452095032,90412.46771812439,143140.10739326477,58148.07489514351,355288.8035774231
frame_524,151807.5168132782,50810.68351864815,91060.5639219284,204662.56141662598,168744.7726726532,332913.875579834
frame_525,238108.84356498718,94648.30905199051,90895.48885822296,175240.36765098572,79583.76407623291,321523.2491493225
frame_526,175991.32657051086,59836.603701114655,102414.26527500153,198077.08263397217,125488.13223838806,338192.5821304321
