,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy,startoftext,taiwan</w>,vlog</w>,|</w>,ate</w>,pot</w>,came</w>,staff</w>,followed</w>,asked</w>,follow</w>,instagram</w>,endoftext
frame_542,2019.0945360809565,13650.132343173027,33.09155363240279,5246.990360319614,7454.215083271265,4909.990355372429,16019.033268094063,5208.241753280163,112954.86986637115,1457.2886284440756,13.449548532662448,1958.7876740843058,132514.99831676483,32503.318041563034,549.7623351402581,790.7250546850264,314.05617482960224,17620.45919895172,216.19578183162957,106.71932250261307,50417.669117450714,5042.312666773796,35.21869803080335,111970.81208229065,810.320838354528,3531.9686867296696,528.0013429000974,79232.8342795372,156.041031004861,4106.649663299322,20551.981404423714,121908.36668014526,472.8171625174582,112386.68859004974,8453.218266367912,1050.187973305583,188.03804414346814,4284.321330487728,960.7584215700626,243.11058223247528,3355.999942868948,107536.08494997025,4505.717195570469,411.18820081464946,384.07256943173707,53.65360630094074,115.04212307045236,125.97859313245863,12.580327165778726,101.63940896745771,213.04210531525314,28.757111067534424,59.455411246744916,99.97555025620386,12.117871847294737,178.26093244366348,201.93553064018488,731.7537674680352
frame_543,2115.188166499138,2052.192809060216,98.67192420642823,2808.2183562219143,1508.0454759299755,9742.382913827896,6122.719496488571,3178.9937056601048,123697.13187217712,238.66750416345894,236.2575614824891,9768.418967723846,79027.04179286957,19827.44410634041,2664.5204052329063,127.19284859485924,2347.8087969124317,4341.042600572109,5442.955065518618,1115.4388776049018,93791.44012928009,11627.488769590855,14.236570677894633,32940.153032541275,4606.402479112148,5952.9859572649,242.61404178105295,73701.92557573318,910.9147358685732,9328.20700109005,13421.491719782352,120957.24791288376,421.06863111257553,43905.8393239975,78724.60782527924,771.0927166044712,7072.495296597481,1281.221047975123,151.02155157364905,1464.296830818057,41493.83306503296,125867.69461631775,33648.550510406494,491.83296505361795,1962.4074921011925,146.38980792369694,144.98781820293516,348.36248960345984,119.88627375103533,320.41885424405336,2561.5887716412544,345.85403045639396,191.67698337696493,295.06173450499773,111.67311458848417,708.712381310761,642.2236911021173,12851.763516664505
frame_544,474.7656057588756,34397.79579639435,142.80933828558773,7389.867678284645,694.8703667148948,1647.5631855428219,9639.517404139042,1094.8844719678164,123793.22946071625,597.8284170851111,71.64549606386572,1873.0144947767258,41651.72204375267,81127.1071434021,9039.090946316719,865.2570541016757,91.87442628899589,31874.582171440125,338.85566517710686,819.1728265956044,8388.546295464039,3596.176393330097,41.49699816480279,103383.64541530609,236.61769228056073,1646.8202229589224,81.18685218505561,122186.88428401947,1584.6441965550184,30803.753063082695,3019.292140379548,121667.89174079895,482.2824848815799,103427.49208211899,18535.660579800606,506.67114555835724,2387.9751097410917,1231.1926111578941,805.9988031163812,396.9757235608995,11960.344389081001,93820.81776857376,13576.117344200611,1070.0046550482512,470.4200546257198,53.411808039527386,53.6256302439142,163.52487727999687,6.140024652268039,108.46828809008002,419.19725481420755,74.56461753463373,272.8808321990073,169.90653239190578,57.872872275765985,391.16054540500045,142.6686067134142,5152.255762368441
frame_545,11317.938566207886,2956.830197945237,530.1380879245698,16454.335302114487,13235.55875569582,29606.185853481293,12594.884261488914,6529.420614242554,111508.14592838287,1074.7613850980997,136.55346992891282,6841.875612735748,83016.42537117004,7471.735123544931,5103.489849716425,943.6322143301368,586.2246034666896,20445.85719704628,570.6375231966376,180.44596072286367,52454.568445682526,8919.316343963146,150.05805471446365,100508.76438617706,5159.675609320402,761.3355992361903,1040.9023379907012,82171.4997291565,517.9947474971414,7013.808935880661,16394.885256886482,110561.59436702728,418.4630233794451,37507.28815793991,13820.542022585869,1367.4315996468067,1286.6829056292772,803.2179321162403,255.51678845658898,6069.755647331476,52183.49024653435,104718.43183040619,57009.20522212982,1649.8742625117302,1745.3836044296622,286.4079433493316,81.67234773281962,130.0640287809074,60.82516483729705,412.58917190134525,873.733137268573,43.03288005758077,625.7541244849563,145.56075620930642,49.55539770890027,584.4305269420147,437.3595002107322,674.255657941103
frame_546,1074.7029446065426,7432.849146425724,183.5422735894099,425.9140114299953,3895.6040516495705,27328.994125127792,5251.987837255001,3306.5807074308395,115584.90991592407,157.84679271746427,239.62344857864082,3081.8297527730465,38206.785917282104,25257.77742266655,636.6725428961217,1712.1939454227686,840.68498108536,9833.61154794693,38759.90957021713,1067.436533048749,14237.67488449812,36481.06753826141,234.4260865356773,44698.067009449005,2106.488449499011,2125.704661011696,37.91082417592406,120616.54031276703,7158.460561186075,1285.169506445527,1793.1973561644554,121268.3841586113,7214.488927274942,64521.55113220215,18131.496384739876,537.5986802391708,4444.05572488904,3090.334590524435,182.28152475785464,162.27179730776697,65369.442105293274,117610.8568906784,11744.629591703415,2440.321957692504,42232.38676786423,70.07733074715361,27.07170096982736,521.7862781137228,60.339436458889395,389.50686575844884,1082.9016100615263,566.2519834004343,80.4795854492113,158.0577954882756,75.01601066906005,2531.609730795026,710.0171060301363,19722.61443734169
frame_547,737.0024686679244,3105.051349848509,56.66020297212526,6222.379859536886,3287.061583250761,13602.030463516712,67416.82440042496,1855.4338021203876,120192.87049770355,4529.537633061409,388.39742774143815,4116.266965866089,74856.43029212952,47115.23652076721,2161.514712497592,1980.196451768279,126.37970212381333,2317.5841197371483,1193.9402902498841,536.520907189697,45086.123049259186,1320.045324973762,252.26359139196575,77377.87812948227,4316.41424074769,7321.465294808149,1104.4330894947052,92069.37253475189,149.8875644756481,10238.287970423698,7604.639045894146,108746.08159065247,882.7060810290277,87763.9502286911,37057.798355817795,2644.06343922019,1123.0914387851954,574.6755050495267,265.9298770595342,4014.89669457078,2207.0640698075294,123116.18775129318,15783.913433551788,1327.4974189698696,729.793799109757,61.87688995851204,173.14562865067273,131.13195018377155,114.06846897443756,621.1291765794158,950.1685854047537,139.80174844618887,210.4497980326414,536.5504766814411,24.181772459996864,437.6063297968358,364.8662241175771,7359.272800385952
frame_548,1386.0063627362251,703.0052947811782,254.92484564892948,8260.143920779228,723.2556235976517,22676.872089505196,22941.34348630905,2332.7809758484364,125100.86596012115,4064.0393272042274,125.05979975685477,4452.978260815144,86552.88070440292,34033.17928314209,2424.952108412981,1077.8127470985055,449.09221469424665,3105.785697698593,2042.2448869794607,522.3590414971113,81735.20863056183,2434.76964533329,67.6408817525953,66645.49559354782,804.8958261497319,7398.33852276206,1744.929002597928,50567.28050112724,1148.5868599265814,16746.366396546364,12913.03988546133,124059.37910079956,1923.052128404379,75448.84085655212,54159.83125567436,3535.8592867851257,499.4920454919338,1834.1736868023872,101.90849570790306,1170.0791073963046,9987.85812407732,123257.78603553772,22524.68466758728,1014.8683795705438,1505.017513409257,155.1589521113783,331.9457173347473,644.3114252761006,208.2266437355429,1216.5764346718788,1796.0704863071442,234.3676023883745,513.0919744260609,610.732939094305,122.03186633996665,995.0834792107344,808.7162859737873,5904.6996757388115
frame_549,5549.66414347291,11925.041675567627,321.2215378880501,24402.39116549492,64435.869455337524,20816.583186388016,20856.095477938652,1523.2108999043703,36865.43181538582,504.5217112638056,240.55788526311517,6453.731097280979,58019.571006298065,16187.155619263649,1650.4726372659206,6682.174745947123,211.83572243899107,1334.0683653950691,2451.8100544810295,273.43182591721416,17573.921009898186,18786.752596497536,117.88684059865773,79914.12281990051,3922.2249761223793,4329.155199229717,530.6071834638715,110480.01796007156,1147.5544888526201,7933.778688311577,17626.85738503933,108078.44996452332,104.57327880430967,59485.89742183685,19530.97991645336,572.8300893679261,2456.2147445976734,17611.78858578205,754.5627886429429,1321.9185639172792,63839.52498435974,125530.77936172485,43837.2939825058,2865.3142508119345,679.7464448027313,121.05682981200516,162.39604155998677,284.1470413841307,97.92140917852521,865.5728306621313,848.637311719358,230.20655498839915,378.07150511071086,306.24904320575297,62.114864704199135,509.05172247439623,391.0117957275361,6005.982868373394
frame_550,4901.6037955880165,3150.6302766501904,280.0999500323087,11559.931561350822,28169.622644782066,63901.28284692764,9381.715208292007,1430.7521050795913,67101.01664066315,506.04797434061766,448.27265082858503,41293.99359226227,110978.11907529831,11856.518685817719,1316.1228271201253,9936.735965311527,810.6878376565874,8010.915480554104,1525.822444818914,442.9368709679693,33648.546785116196,10269.57482099533,151.38556773308665,85892.27497577667,3761.0898725688457,1285.0045459344983,1043.7488090246916,99567.97957420349,5230.100825428963,12843.096628785133,8764.44112509489,111557.60288238525,2658.9110493659973,7831.943221390247,8222.352713346481,1068.795332685113,8319.351822137833,24455.476552248,733.8685682043433,9404.468350112438,13907.477259635925,117968.76043081284,45279.64070439339,2678.5414665937424,2494.432497769594,182.3593775043264,75.9815884521231,139.45027603767812,38.43491867883131,505.26915583759546,717.3222838900983,48.03937554243021,296.0709680337459,128.48639744333923,58.07416528114118,484.7399250138551,295.97256798297167,988.0923898890615
frame_551,10750.952176749706,3626.7233081161976,385.8415293507278,36573.950201272964,11873.350478708744,59872.813522815704,19684.66304242611,5858.117248862982,91173.17199707031,378.6924935411662,61.200655181892216,984.3555744737387,63877.85077095032,5003.027152270079,2327.387686818838,19907.841458916664,1149.783725850284,21051.600575447083,1732.0779152214527,234.3375817872584,38762.26395368576,40577.925741672516,93.5386706260033,62181.87510967255,2179.770264774561,1900.1043401658535,359.13108149543405,93031.90559148788,447.9931085370481,2095.1484329998493,5274.397321045399,111670.71759700775,9195.651859045029,39629.19861078262,23674.40052330494,989.4624818116426,742.2537310048938,3069.9879862368107,1206.8994110450149,1106.6363658756018,63742.42901802063,105089.82092142105,17223.937436938286,1664.4513234496117,13627.945445477962,278.73445651493967,28.166668926132843,144.5157831767574,46.00674583343789,441.8655298650265,395.34876123070717,82.50021346611902,391.7540016118437,115.07378076203167,37.48703602468595,437.4481795821339,206.6576125798747,1348.8525291904807
frame_552,7203.852757811546,4593.6801470816135,338.4384326636791,24115.541949868202,19886.452704668045,20462.200045585632,11776.313185691833,1216.1384802311659,102737.93339729309,639.3488729372621,143.90108117368072,6292.900070548058,104029.29782867432,27802.60145664215,6685.830652713776,2478.894544765353,167.32160293031484,5972.119513899088,859.5235995016992,298.79045905545354,26414.915919303894,36636.25195622444,63.40957770589739,60613.21124434471,3151.0277185589075,1468.1305037811399,1049.7280163690448,114947.51274585724,1169.1651307046413,7013.797294348478,31020.51466703415,115025.3713130951,3550.5585838109255,12916.332110762596,8574.195206165314,707.0983992889524,10050.008073449135,883.6883353069425,799.0150479599833,4953.907802700996,9748.885408043861,119751.58751010895,75653.3294916153,2380.336867645383,206.88236691057682,186.1089695012197,161.461895913817,427.39679338410497,11.55695463239681,627.6140920817852,341.74328902736306,54.46045906865038,307.4224223382771,157.6578215463087,23.65675027249381,193.2737068273127,115.15964433783665,942.5437310710549
frame_553,7089.5422250032425,554.6492757275701,726.6848115250468,35319.06753778458,7664.337754249573,983.5497476160526,11833.102442324162,142.88531383499503,116351.96208953857,1312.4903198331594,421.8004469294101,1119.1600933670998,84180.29546737671,51245.69311738014,566.6785873472691,1408.4638096392155,70.13614231254905,992.1992896124721,417.76979924179614,467.9823468904942,29767.606407403946,2214.8224525153637,147.03685883432627,44880.74406981468,2076.2125495821238,9843.859821557999,159.86077778507024,98361.70077323914,416.4296842645854,15964.731574058533,16752.6938021183,121880.12152910233,249.6705565135926,103794.1500544548,74858.48665237427,1908.8077824562788,405.10526741854846,598.3385490253568,474.55119783990085,2576.197497546673,1512.3516786843538,124693.92269849777,17883.338034152985,924.7432462871075,642.087368760258,152.4185063317418,42.729792767204344,161.68503498192877,21.662715880665928,288.9813622459769,708.2204101607203,93.93930668011308,549.6513331308961,372.65571882016957,42.56769170751795,492.1758081763983,257.46633764356375,959.8005563020706
frame_554,2995.967399328947,5427.679046988487,170.4498426988721,6845.682859420776,6062.841042876244,14274.18738603592,36861.41595244408,1649.6741445735097,100048.67613315582,2012.7282477915287,620.6869147717953,10070.652700960636,94441.5032863617,30729.379504919052,1382.4710622429848,16776.027157902718,220.71086277719587,1464.1419984400272,2644.976135343313,263.9373706188053,20402.688533067703,18544.459715485573,99.20075535774231,48383.82080197334,1877.3734336718917,11205.906048417091,987.2443042695522,118776.03083848953,870.7509841769934,4484.929144382477,6628.256291151047,118234.88771915436,4807.138815522194,92908.36751461029,21394.068375229836,2443.53199377656,1939.7011492401361,3533.236915245652,7606.220431625843,22133.465856313705,15822.07903265953,124277.05526351929,5479.862913489342,7619.206327944994,503.8814852014184,97.38450171425939,289.19801115989685,136.23498671222478,25.488892788416706,997.6279688999057,514.0836583450437,89.7677819011733,223.59337890520692,139.59180796518922,35.70058834156953,117.76595783885568,179.79010590352118,1226.6216799616814
frame_555,327.6806091889739,804.8077579587698,119.61607378907502,10279.53065931797,3130.6426972150803,30709.730461239815,9852.953255176544,1847.7097619324923,120793.05946826935,418.199400883168,239.747270825319,19036.542624235153,46435.11772155762,78609.8837852478,4421.776160597801,2158.260438591242,161.61191160790622,37298.80228638649,1586.9581839069724,643.5050745494664,20541.109144687653,2367.9700680077076,69.15304402355105,99166.95952415466,4574.154503643513,1926.5154842287302,2766.2464417517185,113942.53373146057,7785.273715853691,18765.753135085106,5261.290818452835,121744.43900585175,1175.868441350758,45576.7884850502,22412.193939089775,1576.836220920086,10945.959016680717,1132.5981467962265,58.93775960430503,2395.335817709565,5541.931837797165,89387.86387443542,40088.63866329193,735.1886015385389,859.517720527947,86.14245598437265,225.0541583634913,132.0541778113693,68.63208545837551,229.7337632626295,2773.002255707979,60.41779852239415,420.2771233394742,303.7553688045591,91.8352379812859,490.43126637116075,666.5672408416867,4776.930902153254
frame_556,17874.50537085533,4259.523004293442,106.3012023223564,27559.38284099102,3819.157835096121,32573.629170656204,16334.883868694305,521.9370941631496,120617.3300743103,760.0071257911623,121.47174857091159,1711.7259558290243,104482.33783245087,16050.18600821495,403.1335993204266,178.92045434564352,790.6852406449616,4106.045700609684,931.1849717050791,116.33909889496863,20502.030849456787,47224.27576780319,37.722697015851736,70968.6204791069,3021.3408172130585,9876.260533928871,114.75611972855404,117120.47457695007,286.006456008181,3843.603190034628,13529.14609014988,110424.89111423492,7884.376682341099,8822.09837436676,5755.583755671978,2542.3127226531506,709.955464117229,944.9661010876298,2810.387872159481,1056.7440185695887,13272.780925035477,121432.02126026154,70541.54574871063,2425.5262687802315,8438.324555754662,122.75719200260937,32.03709638910368,234.5585817238316,24.933062377385795,581.9404614157975,212.4658494722098,118.00064385170117,231.51225468609482,176.55809642747045,12.27842403750401,483.5345025639981,198.39245942421257,666.5561813861132
frame_557,8919.092826545238,28571.806848049164,1048.7219551578164,5828.001536428928,10245.976969599724,431.9949366617948,3897.0147725194693,2169.465646147728,116021.63314819336,5637.022666633129,4752.213135361671,747.6735627278686,107532.95570611954,13308.856636285782,4153.481684625149,583.0498994328082,605.1352247595787,18000.781536102295,1022.5104633718729,9653.573855757713,83809.55457687378,12463.903054594994,110.07364082615823,82228.97350788116,256.6663024481386,4408.125765621662,336.4555595908314,53749.71777200699,1190.708833746612,2165.3634030371904,3393.3515660464764,134216.5470123291,3507.1128513664007,99280.14874458313,29690.304771065712,737.4587003141642,929.3243056163192,1357.2747120633721,3240.418154746294,1067.7690152078867,9435.906074941158,109111.83059215546,11067.813262343407,524.7279768809676,1988.0416803061962,88.21928349789232,65.86626113858074,55.2845376660116,17.253076293854974,797.9395450092852,1436.2180372700095,470.4699385911226,980.6058369576931,181.74266733694822,128.9530046051368,250.91730640269816,342.46480208821595,1785.5457263067365
frame_558,1608.48384257406,8184.647187590599,336.8230245541781,49644.23552155495,29017.1280503273,9433.351457118988,9718.331508338451,1004.6273237094283,89523.50169420242,3323.2977148145437,103.6059984471649,4084.477201104164,77807.44135379791,27952.01912522316,1627.0260093733668,5566.712003201246,109.57523772958666,703.3537840470672,576.2983346357942,109.62811938952655,16642.920672893524,48729.393631219864,91.2432442419231,59861.041605472565,7443.842478096485,8690.389804542065,202.69362721592188,112525.67172050476,313.9512846246362,3111.514262855053,10467.222891747952,119103.14857959747,139.35005699750036,47561.6529583931,8813.629858195782,626.6831769607961,4236.198496073484,2817.7746571600437,596.7827746644616,2242.8641095757484,17661.63483262062,124794.8631644249,65659.38889980316,1864.3417861312628,1683.9770833030343,79.20587813714519,130.54200098849833,125.6672985618934,192.1996590681374,1489.577116444707,1151.1938646435738,247.74606572464108,483.8054592255503,227.46843751519918,34.66724228928797,712.8508877940476,605.2048411220312,8203.156292438507
frame_559,8260.64869761467,2745.5296367406845,1162.4508770182729,8021.716959774494,5480.404943227768,20720.278844237328,46163.28328847885,3520.9571942687035,95445.69253921509,1715.6361136585474,488.6070964857936,2341.7645134031773,44232.71492123604,74183.3746433258,4220.5993086099625,14967.147260904312,503.4484202042222,2002.4166442453861,2027.5490824133158,824.6306679211557,12070.69680094719,2720.440737903118,284.84599897637963,48885.948956012726,2464.8355320096016,2428.8352578878403,1058.5454292595387,116507.53766298294,439.019437180832,9769.624099135399,26137.840002775192,91022.90868759155,307.3202969972044,104444.25046443939,32419.025897979736,1531.8526420742273,1440.9099239856005,5568.15043091774,511.70086953788996,18021.462485194206,19793.100655078888,124612.49530315399,15725.90321302414,13922.905549407005,858.3996677771211,213.07513816282153,69.16031998116523,216.0162985092029,70.92026498867199,548.6176232807338,868.7243098393083,124.37545228749514,200.8019364438951,344.32971733622253,42.82042573322542,1010.0769577547908,258.6993505246937,4055.0008416175842
frame_560,138.65361688658595,648.7202481366694,16.46538839850109,3210.18835529685,1436.1207140609622,36102.12728381157,2510.610967874527,786.2348575145006,122698.97758960724,184.38155530020595,71.75862265285105,17079.290002584457,64173.98899793625,6512.627936899662,783.0372778698802,275.4837041720748,337.55035838112235,1845.510909333825,866.2354666739702,131.59518130123615,23838.1028175354,36046.46027088165,8.313936632475816,15699.485316872597,30808.89955163002,15397.23016321659,69.37641592230648,107155.98613023758,174.47370919398963,2056.7451138049364,10341.617278754711,123557.55269527435,350.57091736234725,26464.717462658882,71833.31251144409,1264.2835499718785,1617.886358872056,1283.973571844399,184.45310706738383,1602.3267526179552,58511.33167743683,127743.81041526794,57254.40010428429,316.00281363353133,201.81809668429196,60.08751370245591,200.44769917149097,242.87296400871128,172.2659799270332,525.3208219073713,1310.0584037601948,303.1072556041181,241.54978746082634,155.7555078761652,60.6221474299673,2213.1858859211206,1305.1026035100222,19616.91305041313
frame_561,5343.721713870764,7704.169489443302,452.123349532485,7265.650667250156,17887.32036948204,3309.3702513724566,26087.354868650436,338.51995249278843,100186.19894981384,438.4978674352169,356.85888724401593,1851.212466135621,49359.15768146515,44089.03047442436,145.15833754558116,212.71250443533063,397.93283212929964,5733.947269618511,1484.124455600977,1069.4892844185233,5522.838328033686,13711.326755583286,858.0737048760056,55634.72583889961,623.8830974325538,5790.394265204668,107.62512101791799,122028.32102775574,562.879373319447,6048.518233001232,5246.625747531652,105636.39551401138,275.95722349360585,117840.29752016068,52038.442343473434,318.97376175038517,2808.705437928438,9446.831420063972,11598.583310842514,457.4873892124742,57278.71507406235,121117.44284629822,3201.379906386137,11426.202952861786,696.7311492189765,131.9991861237213,123.62220149952918,470.153521746397,136.32437912747264,2030.6510850787163,582.1716040372849,522.6730136200786,504.21495689079165,489.40815031528473,229.49672711547464,1453.3714856952429,929.9384546466172,8406.094275414944
frame_562,4938.134923577309,2788.4719893336296,280.8313583955169,27939.017862081528,2807.9005423933268,4359.920043498278,22755.160927772522,700.4111539572477,123120.65064907074,180.44162425212562,108.86916425079107,685.4570819996297,120276.45111083984,1321.1661716923118,871.9565230421722,411.62490379065275,1579.862553626299,1879.0600588545203,36704.8904299736,983.4326338022947,27358.146384358406,7400.038186460733,327.1463210694492,64749.8294711113,1433.1390848383307,1408.0011751502752,86.86722139827907,103504.33737039566,1737.6304604113102,6968.4116169810295,2446.384634822607,106655.56788444519,2233.9860443025827,112923.10059070587,17030.753195285797,745.6472958438098,4283.001646399498,379.07680962234735,511.46053010597825,937.5180816277862,5969.5011004805565,124729.86429929733,2187.659963965416,2045.186934992671,33425.36464333534,674.7195729985833,72.38351099658757,671.1354362778366,111.03216093033552,204.67980357352644,1489.3155312165618,139.54743917565793,501.7168587073684,327.3173642810434,86.63112384965643,5164.0355959534645,730.5386243388057,3655.6050181388855
frame_563,8257.116191089153,813.9607380144298,264.74319747649133,6161.308381706476,29262.02490925789,17323.16054403782,8989.928290247917,2838.0583971738815,96327.2750377655,264.61906963959336,524.0228492766619,2245.6322330981493,86955.93476295471,22642.523050308228,243.73948690481484,981.0120100155473,6369.132548570633,17824.85283911228,3579.7294694930315,301.1915541719645,85789.73263502121,30983.535572886467,211.57966693863273,54407.0303440094,2782.936207950115,1096.782274544239,634.2338747344911,60478.560626506805,3271.9133887439966,370.11667154729366,3674.9220453202724,119176.16426944733,2475.547604262829,76373.56966733932,39901.46517753601,1135.9647614881396,1848.6441113054752,376.2991400435567,944.8383934795856,325.2717724535614,44442.87717342377,118010.30486822128,19119.91648375988,489.8644401691854,3454.688936471939,407.2061274200678,1270.170439966023,649.0476662293077,1775.7391324266791,2773.179206997156,1022.5693695247173,813.5196985676885,545.3857593238354,471.8186683021486,667.502055875957,424.70105108805,417.03187162056565,4815.421998500824
frame_564,63731.87154531479,381.1851784121245,1141.4715554565191,811.1305069178343,41925.35951733589,43187.61080503464,2493.5032706707716,364.716281183064,80539.48730230331,818.8362699002028,74.40257468260825,155.61594045720994,55309.392511844635,3662.792034447193,1614.225097000599,93.81862764712423,2081.882208585739,4536.917433142662,919.4281883537769,287.8935483749956,47796.75230383873,12038.612738251686,1110.4188160970807,81310.43612957001,974.4773851707578,151.13572590053082,251.30592985078692,86438.16411495209,4374.227020889521,105.41427036514506,1685.3357665240765,123404.97970581055,19915.936514735222,27286.943048238754,31891.5918469429,38.30383502645418,289.5474899560213,2638.6170648038387,83.67586269741878,224.28331431001425,65887.1978521347,124729.17139530182,24560.783058404922,3383.9396201074123,33213.25778961182,64.59985161200166,34.65308327577077,155.2942267153412,329.008063999936,54.201216698857024,283.66746846586466,151.60569455474615,37.58091770578176,33.809868909884244,170.40487728081644,168.50933025125414,275.29330691322684,325.36324579268694
frame_565,20557.016134262085,418.74690214172006,365.70249358192086,64712.90439367294,3375.1691225916147,3893.5451302677393,18764.36173915863,254.2142174206674,115522.29523658752,1802.1235009655356,180.3540508262813,824.4361379183829,107896.1119055748,10712.544433772564,559.0440705418587,1610.088860616088,371.08236574567854,1639.604102820158,774.890766479075,199.4581543840468,17939.645797014236,18241.235986351967,290.70809250697494,38011.0889673233,956.5968648530543,4414.452705532312,359.50736491940916,119082.12304115295,181.24148482456803,3666.7808890342712,12893.326580524445,107911.88478469849,1031.2101803719997,81744.44735050201,60359.45564508438,811.8707919493318,490.717648062855,4945.31961157918,48.99116174783558,4052.736796438694,9386.258199810982,125126.60026550293,28564.561158418655,744.3864014931023,414.84893881715834,167.249352671206,69.18938015587628,312.7529053017497,30.255971068982035,162.5746808713302,1236.277399584651,148.12606968916953,495.6330521963537,198.0375382117927,45.29194120550528,241.46850046236068,306.5990749746561,482.86287346854806
frame_566,9758.418425917625,1641.5631398558617,378.5506705753505,18747.776746749878,12952.329590916634,5012.340378016233,24004.578590393066,1448.2884434983134,104231.64069652557,822.1993921324611,171.40495765488595,1489.258254878223,50801.776349544525,72931.79631233215,1248.4574690461159,2257.6889023184776,428.83417336270213,6796.081550419331,2513.0680296570063,645.0873333960772,24794.4463044405,28487.812727689743,67.40806566085666,65776.2736082077,7787.495851516724,9378.807619214058,62.485618400387466,108228.02037000656,80.87062451522797,14051.658101379871,16595.24440765381,121244.1623210907,433.97460831329226,96178.86692285538,16633.084043860435,1698.7393610179424,2145.267790183425,8223.914541304111,1674.5420871302485,995.5575224012136,7596.712559461594,118705.67500591278,18663.011491298676,1763.8986464589834,4429.11870777607,171.40651470981538,54.06202399171889,103.32743113394827,86.24597103334963,1188.0791280418634,585.4858318343759,160.1797412149608,543.5372004285455,175.80892017576844,44.24009966896847,716.8027805164456,201.5948120970279,1991.0475239157677
frame_567,118.27203707071021,1412.0412524789572,53.39757990441285,39773.3673453331,1219.484256580472,32275.818288326263,15137.983486056328,395.18249104730785,120233.22284221649,265.9321762621403,14.91879447712563,6028.798408806324,59153.929352760315,42851.88391804695,1324.562937952578,436.1349274404347,130.77685434836894,4022.9815058410168,164.1518610995263,49.4783598696813,9846.268221735954,1328.2678555697203,74.50770499417558,61154.39906716347,164.10285024903715,1031.2588419765234,117.49046825570986,117528.96010875702,3802.0676001906395,34618.50434541702,8917.240425944328,113891.45255088806,195.97436767071486,34600.742161273956,56681.05185031891,707.5642934069037,2557.119820266962,5036.673042923212,401.595258153975,222.29626483749598,38072.53763079643,122364.8190498352,53822.66268134117,763.3132627233863,111.73883103765547,155.70901450701058,870.5990621820092,434.82560431584716,18.31522604334168,192.81198910903186,646.4062607847154,24.622053388156928,616.5534723550081,144.55063501372933,157.41787501610816,1076.8460342660546,653.9610913023353,1932.456623762846
frame_568,924.754305742681,5939.433816820383,230.12066958472133,21455.14450967312,14062.786474823952,67911.3119840622,14490.771107375622,1909.3416631221771,81014.7076845169,1021.4329231530428,86.30850788904354,3513.8274542987347,56598.19766879082,14783.857390284538,1471.5627767145634,6876.216270029545,807.8222163021564,12375.95360726118,3938.177600502968,432.00497748330235,54918.67661476135,4421.353805810213,103.52440585847944,105282.12785720825,1496.4714646339417,5312.253721058369,619.2073924466968,84799.58772659302,1117.4664832651615,18556.084483861923,19522.953778505325,100756.18326663971,2529.531018808484,32176.189124584198,13849.171809852123,1169.2724656313658,3148.305229842663,9032.336063683033,272.53106236457825,7040.658965706825,61895.63497900963,113167.73295402527,21323.107182979584,16918.960958719254,1285.1015198975801,72.76071119122207,358.25715167447925,305.398425552994,119.40349213546142,287.78164414688945,905.653228983283,72.34598160721362,117.18564928742126,183.05727280676365,44.66295649763197,438.42909508384764,614.8298271000385,5922.073964029551
frame_569,2012.639306485653,3612.4377511441708,748.3484223484993,2439.778298139572,13161.594979465008,3135.6429681181908,10897.778905928135,11537.97097504139,90608.49249362946,372.0649110618979,612.481264397502,273.79472157917917,101963.72866630554,16816.83026254177,687.2605299577117,455.1261372398585,1687.4398570507765,6616.458762437105,3394.276835024357,6764.746271073818,55594.01214122772,1478.9465349167585,11.03532576962607,120882.39192962646,1491.9450040906668,8823.5754519701,24.227638277807273,95458.9694738388,616.152654401958,6727.560423314571,7645.571138709784,122972.30958938599,545.0699245557189,57207.89730548859,2944.87364590168,2447.3497178405523,1797.2222995012999,21363.15032839775,381.9820994976908,803.8428495638072,11537.539772689342,118917.27149486542,40599.67026114464,67.12938920827582,33615.28739333153,248.15034703351557,21.220261260168627,42.23210271447897,47.74392436956987,223.0658137705177,2409.8334833979607,233.49234834313393,146.90624084323645,115.72704534046352,39.21088864444755,545.2468176372349,189.93040430359542,3983.3509363234043
