,startoftext,person</w>,person</w>,share</w>,kisses</w>,endoftext
frame_133,800577.2233009338,502713.79947662354,530585.7062339783,528721.9882011414,573627.1142959595,705907.2256088257
frame_134,768694.0431594849,517695.96338272095,515069.842338562,494302.74963378906,568889.1410827637,777481.3175201416
frame_135,825367.5699234009,503908.57458114624,534470.5581665039,508360.3262901306,548507.9884529114,721518.0397033691
frame_136,792459.3091011047,514949.5005607605,558675.2891540527,524804.949760437,521479.5470237732,729764.461517334
frame_137,738840.9376144409,497057.55710601807,538929.2240142822,505348.0267524719,565138.8764381409,796818.4351921082
frame_138,722151.6370773315,534997.9996681213,570915.8182144165,541954.1001319885,560946.4049339294,711167.0970916748
frame_139,792921.1258888245,498813.33112716675,532361.6862297058,522137.0458602905,607284.4862937927,688615.4413223267
frame_140,740177.7505874634,499396.2347507477,534125.566482544,535208.5828781128,549965.3816223145,783259.5109939575
frame_141,711472.1536636353,537309.7062110901,544685.9002113342,531188.0707740784,565696.5374946594,751780.62915802
frame_142,727160.2153778076,503221.86946868896,544453.501701355,518484.6520423889,567896.9621658325,780915.8563613892
frame_143,744633.9130401611,501813.3521080017,516806.12564086914,522527.21786499023,614686.2506866455,741666.316986084
frame_144,808800.995349884,523230.49306869507,529242.6943778992,541995.9425926208,568848.3715057373,737125.3967285156
frame_145,809272.4084854126,483060.3897571564,502444.92292404175,510024.4879722595,638640.5229568481,765801.0721206665
frame_146,682931.2443733215,524628.3411979675,527644.0382003784,515723.16884994507,604423.1057167053,786783.2183837891
frame_147,741982.102394104,503547.19161987305,517869.59171295166,530540.7643318176,566111.6242408752,782081.8424224854
frame_148,745900.6905555725,481460.24346351624,490390.3901576996,510176.77783966064,636554.7180175781,777650.2370834351
frame_149,750723.4811782837,502548.5157966614,568668.9615249634,495622.6646900177,594417.5124168396,730151.891708374
frame_150,730183.8397979736,491836.19022369385,529340.5652046204,497601.86672210693,622699.6183395386,770471.0364341736
frame_151,764387.1903419495,531147.0031738281,551004.2309761047,546111.2260818481,594978.6305427551,654504.7760009766
frame_152,735207.2596549988,496666.8486595154,508462.7866744995,534502.9830932617,621618.0324554443,745675.2061843872
frame_153,713873.8036155701,483980.08942604065,517802.29806900024,486602.69379615784,602864.8614883423,837009.3107223511
frame_154,724676.787853241,490910.1724624634,501394.1526412964,536524.2958068848,582201.7192840576,806425.9886741638
frame_155,760069.727897644,535628.0207633972,591678.3809661865,523205.9955596924,507076.56145095825,724474.3704795837
frame_156,794325.1729011536,492517.8587436676,511468.2912826538,519699.3350982666,547016.1437988281,777106.2850952148
frame_157,740531.325340271,485528.02205085754,517684.4596862793,512098.90842437744,570317.268371582,815972.9838371277
frame_158,740204.2746543884,494537.8303527832,504353.22523117065,520434.3795776367,594911.8137359619,787691.5335655212
frame_159,801587.700843811,473448.1871128082,528834.342956543,522000.61082839966,628844.2611694336,687417.9244041443
frame_160,720493.6742782593,493538.67769241333,545419.6333885193,519617.08068847656,594762.4444961548,768301.6061782837
frame_161,743370.4137802124,512747.8837966919,496224.3139743805,542502.7012825012,533423.4833717346,813864.2311096191
frame_162,704906.5232276917,490714.25199508667,526726.7227172852,512954.35428619385,607063.7702941895,799767.4942016602
frame_163,765767.3358917236,502641.55864715576,503394.9613571167,556762.0396614075,553387.5823020935,760179.5196533203
frame_164,730542.004108429,531009.4952583313,504954.57649230957,512145.63846588135,606004.7149658203,757476.6874313354
frame_165,810583.1146240234,503281.1760902405,558691.4420127869,530752.420425415,558712.7804756165,680112.1234893799
frame_166,757434.0105056763,495583.9216709137,537968.9335823059,506421.38719558716,578818.0828094482,765906.6915512085
frame_167,704815.2685165405,525394.4396972656,525367.5580024719,554624.7959136963,618737.2207641602,713193.7146186829
frame_168,776012.8974914551,488227.4568080902,539383.5306167603,524656.2361717224,588083.4460258484,725769.5198059082
frame_169,767615.9143447876,499002.9036998749,549134.6716880798,533353.9247512817,557340.7411575317,735684.7524642944
frame_170,742035.1505279541,491798.5796928406,493936.06185913086,496440.3212070465,574901.8788337708,843021.035194397
frame_171,767963.8862609863,489959.180355072,498446.58374786377,535235.7029914856,620897.0546722412,729630.5894851685
frame_172,721497.5357055664,562294.3639755249,583174.3478775024,515411.97299957275,556232.750415802,703522.0861434937
frame_173,723918.9147949219,504509.92584228516,520583.8084220886,556118.0114746094,549199.1639137268,787803.2922744751
frame_174,758379.5785903931,532062.828540802,533258.2592964172,515649.2590904236,602134.5853805542,700648.5462188721
frame_175,765746.3550567627,515876.5912055969,538273.3345031738,605294.4660186768,542401.4329910278,674540.8773422241
frame_176,742013.3352279663,553367.3763275146,535194.7546005249,585726.4995574951,544145.0476646423,681686.1033439636
frame_177,769057.6314926147,486634.7312927246,543208.7182998657,510200.73890686035,551486.6709709167,781544.4469451904
frame_178,814766.4070129395,506811.32078170776,534426.212310791,508664.19076919556,553218.7819480896,724246.1442947388
frame_179,761693.000793457,521399.19996261597,553158.5216522217,552429.735660553,568396.0914611816,685056.5075874329
frame_180,750941.5149688721,529597.4016189575,514677.64377593994,548926.591873169,615208.7450027466,682781.2194824219
frame_181,751957.2973251343,494751.33419036865,545338.9883041382,517721.41456604004,640435.6360435486,691928.2674789429
frame_182,702075.2429962158,507501.42335891724,527687.4899864197,522135.1981163025,567725.7776260376,815007.9250335693
frame_183,795473.9928245544,515203.65476608276,539779.543876648,554455.2206993103,591691.792011261,645528.7933349609
frame_184,704622.745513916,516445.0407028198,535053.7300109863,556534.9459648132,618879.5566558838,710597.038269043
frame_185,772145.3309059143,498296.0522174835,526044.487953186,515684.7834587097,568004.0121078491,761958.3606719971
frame_186,732370.9726333618,519838.3927345276,539802.3128509521,498430.2222728729,533448.1000900269,818243.145942688
frame_187,814556.6582679749,531210.0648880005,597484.5886230469,512310.2068901062,582965.1355743408,670717.3585891724
frame_188,735275.9838104248,512070.4174041748,542089.8795127869,533096.432685852,526350.6174087524,793249.7262954712
frame_189,765139.5797729492,485989.83883857727,533994.9131011963,523922.0857620239,539067.6856040955,794018.9838409424
frame_190,710640.0728225708,559962.1534347534,561616.8975830078,504459.6791267395,535359.4422340393,770094.7523117065
frame_191,844590.425491333,469416.64814949036,504215.95573425293,515467.7629470825,534378.2305717468,774064.0640258789
frame_192,783319.9501037598,496352.52356529236,533906.9962501526,491840.54136276245,595029.2348861694,741683.7215423584
frame_193,784187.1976852417,513357.10287094116,529719.6507453918,518296.480178833,546152.8301239014,750419.8551177979
frame_194,820678.3533096313,494699.627161026,519474.1487503052,515188.5151863098,593305.7069778442,698786.6163253784
frame_195,810550.5704879761,538607.0013046265,517940.9384727478,476894.43826675415,518170.5951690674,779969.5134162903
frame_196,730241.6563034058,471120.9535598755,511853.33728790283,497491.0020828247,683136.0459327698,748290.0619506836
frame_197,739321.3510513306,517280.10177612305,534418.4637069702,530602.3359298706,579825.0436782837,740685.7013702393
frame_198,769272.0890045166,534924.1495132446,535227.6563644409,550853.6696434021,572221.2791442871,679634.153842926
frame_199,749023.5567092896,492285.96687316895,576323.0323791504,506073.35567474365,558682.382106781,759744.7633743286
frame_200,702998.7573623657,578866.0645484924,584735.6915473938,554010.1528167725,500354.0515899658,721168.2796478271
frame_201,775824.3083953857,526912.0931625366,553880.8703422546,520009.27925109863,581449.0914344788,684057.4741363525
frame_202,774364.5906448364,509062.0517730713,540241.3010597229,517833.8289260864,569275.6175994873,731355.6671142578
frame_203,778406.6200256348,483969.39039230347,514752.98404693604,488841.2058353424,634443.5214996338,741719.3651199341
frame_204,751159.0719223022,503239.1548156738,508976.2210845947,505023.3006477356,591303.9445877075,782431.4832687378
frame_205,756770.4916000366,523896.7537879944,560799.8371124268,517850.93545913696,559717.7743911743,723097.3243713379
frame_206,791045.4273223877,486077.1894454956,530665.9936904907,492741.6145801544,602750.1821517944,738852.6201248169
frame_207,799302.4587631226,538021.445274353,534610.6290817261,570271.8496322632,537078.0229568481,662848.6514091492
frame_208,756857.3951721191,488474.84588623047,532935.9769821167,547036.2305641174,558152.9140472412,758675.8136749268
frame_209,737455.9640884399,503870.24879455566,553653.0613899231,586660.9811782837,578181.266784668,682311.5348815918
frame_210,818311.333656311,496539.1457080841,504809.31997299194,508157.3724746704,550842.4043655396,763473.391532898
frame_211,750264.6446228027,517919.4211959839,542193.2935714722,503352.3440361023,594223.6185073853,734179.8543930054
frame_212,706688.404083252,512250.1254081726,538151.0257720947,541278.3622741699,522360.50367355347,821404.6955108643
frame_213,752796.7691421509,473827.39186286926,516470.0746536255,525583.5652351379,664426.2075424194,709029.0784835815
frame_214,777737.4982833862,522787.09411621094,543582.4394226074,511800.6467819214,541661.0240936279,744564.2948150635
frame_215,759361.8035316467,543318.9272880554,565684.6761703491,529423.177242279,602932.5723648071,641411.9601249695
frame_216,777012.5865936279,495360.43405532837,501341.70055389404,541282.8326225281,582216.739654541,744918.8232421875
frame_217,773370.9216117859,497945.24908065796,515103.93619537354,508032.50074386597,610949.9335289001,736730.5755615234
frame_218,751389.741897583,487682.9981803894,557521.8200683594,510524.9881744385,615837.3355865479,719176.173210144
frame_219,715898.0369567871,528289.6161079407,579245.3289031982,599492.073059082,510464.48945999146,708743.4530258179
frame_220,776396.0361480713,494488.8651371002,526703.5365104675,490076.1544704437,554929.8524856567,799538.6123657227
frame_221,729193.7470436096,484856.84394836426,531327.7244567871,570112.2283935547,643673.0027198792,682969.5701599121
frame_222,745422.36328125,483575.9401321411,560795.0687408447,581406.9509506226,558632.8506469727,712299.9429702759
frame_223,751738.6674880981,503877.75897979736,508199.21493530273,492197.51358032227,598586.4996910095,787533.4024429321
frame_224,750525.3553390503,545822.5011825562,542931.5567016602,519034.56449508667,573607.7427864075,710211.2770080566
frame_225,722354.8889160156,515576.1241912842,555075.3474235535,518890.380859375,598338.24634552,731898.0693817139
frame_226,690333.9624404907,487237.45346069336,499075.0253200531,508501.7681121826,676941.1563873291,780043.7211990356
frame_227,855397.5820541382,524129.5099258423,527416.7656898499,513205.28984069824,542331.3975334167,679652.4524688721
frame_228,734223.3657836914,502698.95792007446,568164.5274162292,500500.8578300476,545334.4583511353,791210.8898162842
frame_229,710259.0203285217,514657.3781967163,512333.9295387268,487636.41715049744,593339.5624160767,823906.660079956
frame_230,724371.1948394775,530093.6102867126,558308.8397979736,554368.0787086487,556827.4855613708,718163.9671325684
frame_231,760019.6599960327,472635.8354091644,511468.1124687195,501295.9837913513,601255.2976608276,795458.1379890442
frame_232,751557.5885772705,505801.6777038574,546953.7973403931,554174.0655899048,561528.6231040955,722117.3048019409
frame_233,803145.8854675293,482201.87425613403,509069.62156295776,510539.29328918457,582764.6255493164,754411.6973876953
frame_234,782297.4920272827,502104.5207977295,520994.30561065674,544516.6230201721,555147.5286483765,737072.6466178894
frame_235,782613.6350631714,503380.2390098572,528574.6455192566,538214.3259048462,546309.8883628845,743040.3232574463
frame_236,790995.0613975525,522194.86236572266,519304.87155914307,504651.66568756104,553287.2080802917,751699.4476318359
frame_237,690259.2182159424,510380.1488876343,506225.22830963135,500194.0727233887,532562.3750686646,902511.9543075562
frame_238,755949.0203857422,507965.68393707275,496430.6354522705,513449.0728378296,584233.4628105164,784105.1816940308
frame_239,743836.9989395142,507452.24952697754,564629.9123764038,529287.2190475464,558365.4642105103,738561.1534118652
frame_240,792944.8485374451,533640.9211158752,509736.2995147705,502150.7740020752,546673.595905304,756986.6180419922
frame_241,738157.7491760254,499441.6832923889,548406.6605567932,510378.00312042236,627373.5761642456,718375.4444122314
frame_242,789375.4243850708,516405.70163726807,514956.7127227783,537374.0792274475,617768.3472633362,666252.7322769165
frame_243,791297.8529930115,502388.77534866333,506158.709526062,558940.8278465271,515074.78952407837,768272.1614837646
frame_244,780148.1485366821,509318.9477920532,524184.58461761475,536228.597164154,577537.2982025146,714715.6000137329
frame_245,772357.702255249,518754.5418739319,542200.5653381348,525153.0408859253,570389.7476196289,713277.5187492371
frame_246,813146.8892097473,506329.7748565674,575123.3100891113,520299.61347579956,540023.8633155823,687209.5465660095
frame_247,706667.0656204224,498337.38803863525,507882.59506225586,524362.5044822693,679182.767868042,725700.855255127
frame_248,775933.3848953247,489743.4115409851,536522.7460861206,535594.3441390991,580791.5329933167,723547.5778579712
frame_249,824380.8746337891,481748.3723163605,510539.6509170532,554506.9575309753,557565.1526451111,713392.0192718506
frame_250,802222.8479385376,483359.12823677063,536365.807056427,469805.86647987366,555116.4746284485,795262.9327774048
frame_251,734300.1365661621,520360.7678413391,551620.1257705688,485453.60565185547,582842.230796814,767556.1904907227
frame_252,797116.2796020508,497727.24509239197,525911.9868278503,516966.70055389404,531127.2144317627,773283.6008071899
frame_253,700372.3382949829,530042.290687561,545813.2028579712,549454.4506072998,593580.2459716797,722870.4690933228
frame_254,852445.4832077026,484544.0983772278,518115.22245407104,545005.7983398438,518413.7225151062,723608.672618866
frame_255,777220.3683853149,526706.2783241272,535230.7558059692,486650.7947444916,595723.7482070923,720601.2010574341
frame_256,777037.501335144,521597.38540649414,539040.9231185913,505589.0083312988,570555.2697181702,728312.9692077637
frame_257,768375.1583099365,507080.19733428955,522909.5220565796,593128.9792060852,536946.7735290527,713692.5458908081
frame_258,696737.52784729,522844.3145751953,535216.6295051575,505957.36503601074,631931.1857223511,749446.0344314575
frame_259,811068.4156417847,489021.06285095215,504989.6240234375,543044.924736023,520954.1320800781,773054.9573898315
frame_260,779195.0702667236,524073.60076904297,563678.503036499,548848.3309745789,534300.8041381836,692036.7479324341
frame_261,733977.5562286377,484165.2810573578,526244.580745697,478841.8412208557,554884.2549324036,864019.513130188
frame_262,783388.7338638306,529196.7391967773,535495.1024055481,542510.2710723877,513337.01610565186,738205.1348686218
frame_263,760937.8099441528,507724.5831489563,529984.2953681946,565460.205078125,569563.8060569763,708462.3575210571
frame_264,814180.6125640869,496741.9505119324,541451.0369300842,510484.39741134644,573385.8942985535,705889.105796814
