,startoftext,person</w>,person</w>,share</w>,kisses</w>,endoftext
frame_265,600420.9518432617,548320.3530311584,523486.25659942627,550444.3645477295,735721.8265533447,683739.3641471863
frame_266,684314.489364624,546640.932559967,564883.7685585022,618252.8734207153,594906.3301086426,633134.6035003662
frame_267,651492.4764633179,592857.5396537781,573283.4339141846,638306.9753646851,615186.8104934692,571005.7616233826
frame_268,672722.6972579956,557606.2202453613,561354.9947738647,591457.4861526489,615066.7071342468,643924.9515533447
frame_269,579562.6640319824,551013.8869285583,536895.5135345459,607616.126537323,630515.3369903564,736529.5886993408
frame_270,672865.629196167,585756.6595077515,570680.4990768433,590564.1913414001,617350.6379127502,604915.44008255
frame_271,647540.6289100647,575312.3760223389,544909.417629242,623054.3851852417,642324.686050415,608991.5037155151
frame_272,644147.515296936,559443.0565834045,560987.1745109558,614600.419998169,645752.7875900269,617202.10313797
frame_273,676535.6063842773,549840.2118682861,567502.1409988403,614587.5453948975,648637.2947692871,585030.2577018738
frame_274,663398.3254432678,551952.2428512573,577320.6353187561,601561.427116394,589987.9336357117,657912.55235672
frame_275,625612.9145622253,557017.982006073,561003.0293464661,665040.7314300537,650771.0814476013,582687.3183250427
frame_276,599079.2512893677,519750.9527206421,527351.975440979,605367.3624992371,699185.9674453735,691397.5477218628
frame_277,659673.5715866089,594664.990901947,563625.3356933594,561127.3050308228,617383.3608627319,645658.4334373474
frame_278,608581.9005966187,569393.7540054321,564519.9418067932,594559.4310760498,699691.1764144897,605386.9724273682
frame_279,643427.0143508911,579894.9003219604,563114.5238876343,614758.8491439819,605947.8521347046,634989.9768829346
frame_280,597363.8296127319,552151.7992019653,531766.8914794922,599999.4277954102,747542.6197052002,613308.5489273071
frame_281,684407.8302383423,538011.5509033203,553628.0274391174,641038.0601882935,599642.6939964294,625404.8347473145
frame_282,601607.0246696472,578982.949256897,568713.128566742,624425.3516197205,609219.0742492676,659185.4691505432
frame_283,657613.2774353027,525255.024433136,524050.9510040283,620400.1903533936,689069.0326690674,692855.4773330688
frame_284,656187.9515647888,571284.1749191284,570729.7325134277,680256.8435668945,591968.0595397949,571706.2950134277
frame_285,586034.1787338257,567382.3356628418,623439.0735626221,589885.5924606323,658226.8476486206,617164.9694442749
frame_286,626214.8022651672,584682.285785675,526630.163192749,664105.6537628174,632614.0761375427,674996.9124794006
frame_287,694844.8419570923,567313.9691352844,571797.0132827759,633351.6240119934,649028.3608436584,592908.1439971924
frame_288,586187.9587173462,566591.2628173828,593818.0685043335,623273.2534408569,702921.8077659607,636451.5423774719
frame_289,632102.0126342773,528150.0816345215,576764.4643783569,605947.0176696777,695124.626159668,671155.6911468506
frame_290,610905.4088592529,521856.00996017456,539969.9211120605,641387.939453125,612906.813621521,715106.9641113281
frame_291,581330.9550285339,568050.6229400635,591131.8063735962,616687.536239624,661121.9644546509,623810.1720809937
frame_292,607265.5916213989,578709.0063095093,558873.5342025757,574019.7896957397,696619.1530227661,693756.8187713623
frame_293,590238.4519577026,542872.428894043,528452.5156021118,580053.2102584839,733807.6829910278,666708.8270187378
frame_294,670709.2523574829,559924.0064620972,554625.5111694336,617701.8880844116,607589.602470398,631582.7965736389
frame_295,661795.3777313232,533645.2126502991,524882.8530311584,601912.796497345,671324.8491287231,648571.9680786133
frame_296,616690.456867218,549421.7276573181,536581.6950798035,563256.8001747131,656005.9189796448,720176.4583587646
frame_297,569681.4060211182,588814.9738311768,580549.2997169495,607282.4001312256,650840.0440216064,644964.9930000305
frame_298,646449.5658874512,535738.0509376526,568067.9678916931,639835.2980613708,633965.7306671143,618076.503276825
frame_299,634810.4476928711,573753.7741661072,601265.7284736633,620891.5710449219,637789.6666526794,747090.6972885132
frame_300,637699.0079879761,582509.2792510986,552765.6078338623,605930.3879737854,648958.2061767578,614270.5082893372
frame_301,563064.6347999573,543309.5693588257,544809.9970817566,567427.0391464233,705642.819404602,784989.8338317871
frame_302,677716.0167694092,552962.8396034241,613327.5628089905,598310.2321624756,564049.0651130676,635767.3406600952
frame_303,649168.0145263672,576660.0370407104,566835.4034423828,606164.5746231079,601790.4281616211,641514.6589279175
frame_304,608529.9849510193,535877.7642250061,575632.3933601379,602176.7854690552,652594.5663452148,667321.5627670288
frame_305,627625.048160553,539385.9148025513,524013.6981010437,563612.4610900879,735614.0613555908,651881.9332122803
frame_306,625697.910785675,524733.0665588379,514158.9641571045,600558.876991272,653518.3787345886,723465.9194946289
frame_307,592882.3351860046,553773.8800048828,535035.6101989746,611103.5943031311,590149.4026184082,759188.2944107056
frame_308,653561.1748695374,546089.6492004395,527115.0469779968,581348.0019569397,623254.1799545288,710765.0637626648
frame_309,655371.6659545898,581096.351146698,588133.3351135254,682711.2436294556,577096.8794822693,557723.5817909241
frame_310,665942.3112869263,650848.925113678,643348.9918708801,723375.678062439,753737.6880645752,653354.7043800354
frame_311,810612.4997138977,604664.4449234009,615950.4652023315,643596.1723327637,691775.918006897,724008.7389945984
frame_312,730018.2580947876,640200.7341384888,585616.5289878845,655345.7975387573,758572.0419883728,720854.7592163086
frame_313,709330.7971954346,643401.2651443481,614966.5117263794,644861.4597320557,705158.1740379333,772890.0909423828
frame_314,678591.787815094,582086.6823196411,521056.7116737366,574348.5689163208,658625.7219314575,627423.6440658569
frame_315,767597.7945327759,636553.168296814,641952.395439148,727886.974811554,675743.1626319885,640874.6838569641
frame_316,619780.2424430847,561430.0966262817,562802.0167350769,613206.3269615173,666010.856628418,618903.5177230835
frame_317,654475.212097168,555086.5530967712,545273.0059623718,570177.5550842285,616141.0808563232,700979.7096252441
frame_318,597109.9138259888,557800.7102012634,524065.3157234192,587599.3967056274,699017.5247192383,676540.195941925
frame_319,660294.6519851685,546522.9749679565,540222.6448059082,589171.6480255127,663058.9962005615,642862.2007369995
frame_320,580019.0567970276,555140.3164863586,525807.1422576904,555128.6935806274,679813.0869865417,746224.7610092163
frame_321,598616.4808273315,564361.9298934937,542327.0463943481,585274.338722229,654991.3883209229,696561.9325637817
frame_322,714720.4279899597,636810.2431297302,600216.9847488403,690681.3383102417,701117.8731918335,747061.3718032837
frame_323,690004.825592041,603250.8015632629,614930.4509162903,679565.9065246582,721329.5102119446,781526.6847610474
frame_324,567310.2140426636,544917.8218841553,585203.1707763672,646044.7311401367,640908.2412719727,657748.818397522
frame_325,705796.9570159912,612958.6696624756,652530.84897995,734523.594379425,661114.0370368958,723684.1917037964
frame_326,689154.2673110962,666887.9389762878,634514.8086547852,714528.2030105591,696425.9147644043,689097.1660614014
frame_327,673850.8939743042,545422.9712486267,590672.7910041809,618109.5838546753,656891.8824195862,624295.7711219788
frame_328,596558.7496757507,605916.1424636841,575178.1463623047,628867.4473762512,659678.57837677,575934.0524673462
frame_329,646088.1233215332,566433.5489273071,571184.7543716431,642526.7457962036,614207.9830169678,601691.8420791626
frame_330,616716.742515564,532007.4558258057,494909.04808044434,556973.1593132019,723851.5615463257,717675.0898361206
frame_331,607722.4612236023,566511.9886398315,535819.2920684814,636939.7640228271,674858.3912849426,620281.2194824219
frame_332,645775.6161689758,563469.409942627,527802.8249740601,589971.3635444641,708203.5541534424,674021.1248397827
frame_333,753700.7331848145,532135.1885795593,581148.087978363,614156.96144104,574925.6610870361,653177.2613525391
frame_334,666085.6008529663,532851.1595726013,555513.0243301392,649064.6004676819,657658.2789421082,648071.2890625
frame_335,695499.7777938843,551833.9276313782,543788.1946563721,650118.8278198242,638375.9379386902,629627.2873878479
frame_336,645106.9116592407,564186.9306564331,538430.8099746704,580117.7620887756,767938.494682312,613462.9249572754
frame_337,629866.3020133972,603390.6936645508,567067.3847198486,633317.4705505371,622640.073299408,652961.8501663208
frame_338,598633.5873603821,544177.3533821106,604844.8085784912,650274.7535705566,658285.4986190796,653027.8921127319
frame_339,614281.7139625549,572742.5217628479,549550.2948760986,609084.3677520752,687340.3787612915,676244.5569038391
frame_340,624058.0081939697,539364.1591072083,614383.6975097656,633700.6092071533,541279.3755531311,689347.2075462341
frame_341,628556.3707351685,568781.852722168,544188.3206367493,641823.5301971436,615159.4519615173,643623.4712600708
frame_342,648558.7358474731,565066.7548179626,554391.4437294006,582933.3066940308,644660.9497070312,646521.8663215637
frame_343,615222.9905128479,566372.8713989258,546898.365020752,629336.953163147,662791.0137176514,621510.922908783
frame_344,633239.3288612366,575128.6149024963,599240.1838302612,630530.059337616,615227.8184890747,588767.0516967773
frame_345,614379.346370697,555507.0638656616,555156.3501358032,575839.0426635742,656693.3393478394,684557.9147338867
frame_346,604424.4766235352,560359.8356246948,530986.3686561584,589446.3658332825,706434.1306686401,650481.9393157959
frame_347,636477.7684211731,573582.5896263123,519707.6201438904,589701.8909454346,665551.5432357788,657111.644744873
frame_348,596740.3054237366,574377.4771690369,520569.3244934082,585981.0709953308,733983.4570884705,630481.3623428345
frame_349,637092.5903320312,572330.4152488708,557844.877243042,645411.3721847534,587528.1095504761,641925.7521629333
frame_350,614498.2576370239,556691.2889480591,510704.27894592285,572963.8934135437,619614.6011352539,767660.7370376587
frame_351,621863.7228012085,582393.0501937866,518359.7207069397,595210.9098434448,648180.7231903076,676124.9303817749
frame_352,583799.1833686829,549583.375453949,561766.5648460388,553650.6772041321,594214.141368866,799119.1148757935
frame_353,595263.1831169128,557419.5981025696,547742.6052093506,584226.7274856567,665826.9166946411,691654.0861129761
frame_354,627881.646156311,622500.3600120544,575838.565826416,606562.6740455627,615987.3008728027,593362.4505996704
frame_355,626427.2928237915,582554.9364089966,548981.1301231384,624928.35521698,616701.3645172119,642539.9780273438
frame_356,604224.1454124451,556240.3798103333,558170.4378128052,629894.495010376,637095.57056427,656507.9689025879
frame_357,624430.9544563293,522311.5086555481,552057.5642585754,608620.285987854,577211.0223770142,757501.7213821411
frame_358,627883.5535049438,566345.0956344604,601126.0151863098,606688.7974739075,631364.7031784058,675835.6094360352
frame_359,608883.3212852478,566518.9027786255,547636.9261741638,612581.0146331787,787726.1638641357,585897.6244926453
frame_360,712526.9770622253,585799.4556427002,614298.2244491577,648558.1994056702,695425.6296157837,790505.4092407227
frame_361,619886.2791061401,529168.6058044434,493413.7463569641,569279.9091339111,847096.32396698,650399.0292549133
frame_362,927218.3179855347,881133.3775520325,851895.9879875183,930587.0532989502,894520.0443267822,941863.5964393616
frame_363,801377.2964477539,680864.0956878662,638048.2912063599,668419.7187423706,722989.2015457153,699660.1223945618
frame_364,903513.1931304932,893127.3818016052,854809.9994659424,900576.2934684753,965191.7219161987,988931.1790466309
frame_365,918677.6280403137,899316.1916732788,877520.5612182617,926026.3442993164,883335.2327346802,1001273.8704681396
frame_366,903670.1917648315,852592.1106338501,808142.4236297607,865967.3929214478,1060729.2652130127,1015048.2654571533
frame_367,1008301.1388778687,863970.9949493408,841548.6216545105,924727.9763221741,956193.9835548401,911407.1130752563
frame_368,878625.750541687,826027.6317596436,852270.4243659973,883268.7139511108,1146929.7409057617,919027.4477005005
frame_369,990504.9800872803,819784.1644287109,835707.0684432983,870047.926902771,961387.7534866333,949786.5438461304
frame_370,954145.8487510681,872739.0766143799,872477.0545959473,886389.7323608398,999298.2149124146,995117.3067092896
frame_371,982248.067855835,903707.6830863953,880002.7370452881,933038.5327339172,951024.6515274048,930145.7405090332
frame_372,908571.0048675537,840605.4377555847,853118.6580657959,906299.352645874,932929.3966293335,985694.5276260376
frame_373,863717.794418335,880681.037902832,858620.6436157227,951074.3618011475,947530.6272506714,925594.0318107605
frame_374,907046.3180541992,882773.5185623169,838484.9429130554,933300.3163337708,969713.568687439,895899.772644043
frame_375,959807.7535629272,843965.3515815735,825157.7019691467,892970.2043533325,965691.9240951538,939625.5016326904
frame_376,873974.2040634155,873453.6170959473,881070.3754425049,993519.4849967957,983844.7570800781,900287.3301506042
frame_377,941753.0298233032,840955.4362297058,811877.4890899658,915621.2210655212,937744.8558807373,979266.345500946
frame_378,911104.5002937317,835927.8440475464,831613.302230835,892942.5477981567,954125.0467300415,1001505.1364898682
frame_379,914991.9748306274,820129.5137405396,798922.4791526794,853051.4240264893,973217.9641723633,1066905.0216674805
frame_380,568125.7843971252,556933.8798522949,557537.7941131592,611396.4319229126,662415.8024787903,752834.2604637146
frame_381,661686.4204406738,557629.2276382446,532059.5502853394,593225.5387306213,659208.0593109131,705435.0972175598
frame_382,653685.450553894,598590.4932022095,645553.8868904114,685700.9530067444,686723.2322692871,776859.9390983582
frame_383,650016.188621521,557159.0662002563,534101.0093688965,656783.4615707397,623381.2570571899,687802.8512001038
frame_384,601449.6088027954,579562.6640319824,527303.6360740662,652679.0261268616,678479.3734550476,669769.5851325989
frame_385,593626.6183853149,553299.1290092468,538609.7431182861,628067.6126480103,655326.6048431396,740314.1260147095
frame_386,617681.9205284119,565634.9062919617,555528.3427238464,658957.839012146,634539.3657684326,676901.5789031982
frame_387,705557.4655532837,558542.3707962036,582120.4781532288,636851.9067764282,598402.738571167,627768.874168396
frame_388,574650.6452560425,519509.7327232361,528493.8812255859,601553.7977218628,629757.0466995239,788167.9534912109
frame_389,615601.658821106,559508.8601112366,568088.7699127197,649703.1450271606,645256.0424804688,603974.5807647705
frame_390,605497.6582527161,585564.4941329956,535471.9161987305,634540.9154891968,636882.7819824219,711286.187171936
frame_391,588315.1292800903,559605.4196357727,575670.1231002808,697817.1467781067,610902.3094177246,676933.765411377
frame_392,581210.3748321533,547860.8012199402,522327.721118927,583957.9701423645,657591.6409492493,749184.6084594727
frame_393,620847.1059799194,536415.1000976562,536134.1834068298,662787.1990203857,600663.423538208,685286.0450744629
frame_394,645891.4279937744,570226.5501022339,562244.3556785583,613384.4256401062,652110.0997924805,665386.974811554
frame_395,664288.0439758301,538172.2450256348,577381.8492889404,674458.6229324341,597709.059715271,657234.0726852417
frame_396,716134.4289779663,640402.1978378296,663216.5908813477,707451.7011642456,624278.0089378357,695631.0272216797
frame_397,685895.2045440674,628915.0714874268,604749.2623329163,637427.3896217346,708480.8945655823,781646.1324691772
frame_398,645319.7002410889,572221.3983535767,564350.2473831177,647353.5895347595,626591.4440155029,653407.633304596
frame_399,608991.0268783569,555012.2261047363,592595.3984260559,651481.7476272583,617927.0148277283,683236.4797592163
frame_400,670480.7281494141,616718.4114456177,596964.418888092,611632.7047348022,690468.0728912354,690384.2687606812
frame_401,500150.74014663696,463916.8083667755,442253.4108161926,482493.3409690857,553655.5647850037,672201.0374069214
frame_402,559979.0811538696,509677.4101257324,454384.62495803833,564799.9048233032,506053.4477233887,519776.46350860596
frame_403,529814.1241073608,434854.6266555786,413744.9860572815,591262.1021270752,588010.4899406433,556984.6630096436
frame_404,528418.1833267212,463760.6143951416,515839.69593048096,525784.0156555176,512061.2382888794,568807.1250915527
frame_405,656140.8042907715,586024.284362793,625668.0488586426,665890.6936645508,604698.1811523438,668251.9912719727
frame_406,690693.3784484863,578967.4520492554,604079.1273117065,656998.6343383789,638758.659362793,760616.4216995239
frame_407,625832.6768875122,592120.349407196,570968.0318832397,652769.8040008545,728160.6197357178,760262.131690979
frame_408,645547.6880073547,601885.2591514587,592305.8986663818,645874.5002746582,681187.2720718384,763312.9358291626
frame_409,651879.9662590027,679143.4288024902,610039.7109985352,692899.2867469788,671449.8400688171,624701.3807296753
frame_410,660886.4068984985,596080.4224014282,549952.4474143982,707349.8964309692,658196.1512565613,757648.3488082886
frame_411,700017.9290771484,605343.1034088135,630613.5654449463,706799.6859550476,651511.9671821594,635827.4221420288
frame_412,696437.1800422668,575988.1734848022,589518.0702209473,640691.5187835693,696348.3691215515,731130.3615570068
frame_413,752351.4032363892,613954.484462738,590115.2491569519,620508.61120224,663302.3023605347,689881.5631866455
frame_414,667207.0622444153,591961.3838195801,607746.7203140259,606164.7534370422,710639.8940086365,746393.7997817993
frame_415,675715.5656814575,589225.1133918762,615908.4439277649,684095.6211090088,655960.7982635498,709208.0116271973
frame_416,675482.3923110962,589706.301689148,574052.3338317871,725272.4170684814,665036.7975234985,700563.371181488
frame_417,656866.7888641357,618752.2411346436,588318.8247680664,749227.5238037109,667417.1686172485,649531.1260223389
frame_418,708158.3738327026,572989.1061782837,549695.9686279297,640899.0621566772,735810.2798461914,700619.4591522217
frame_419,654288.649559021,573369.9798583984,629813.3134841919,644475.9368896484,659042.4180030823,747182.0116043091
frame_420,648658.2159996033,605032.8612327576,556919.6939468384,587659.0013504028,688565.2542114258,719839.0960693359
frame_421,667839.2291069031,574105.8588027954,667237.8778457642,716581.2253952026,617311.8352890015,665096.2233543396
frame_422,667754.2924880981,595909.9531173706,588569.4622993469,638309.2403411865,652346.4918136597,765282.8693389893
frame_423,692543.6854362488,595234.8709106445,571404.8147201538,606333.6133956909,743394.6132659912,699260.7116699219
frame_424,651402.5926589966,621773.8389968872,617618.7992095947,693386.1374855042,672850.3108024597,651140.570640564
frame_425,685118.9136505127,588391.3040161133,600228.3096313477,651825.1299858093,650181.2934875488,732427.2990226746
frame_426,652267.336845398,593460.9174728394,562477.2310256958,637165.6656265259,833276.0334014893,629525.1250267029
frame_427,644462.4662399292,573777.0795822144,575267.9109573364,628925.4426956177,756239.2354011536,729500.1745223999
frame_428,630758.1663131714,574999.9284744263,636512.041091919,689917.6836013794,762973.6661911011,613010.7641220093
frame_429,648379.2066574097,632863.5811805725,625921.6666221619,692843.8544273376,649700.2840042114,658463.6569023132
frame_430,672054.3503761292,579783.55884552,567819.8337554932,645564.7945404053,658048.2721328735,683403.2535552979
frame_431,591042.5186157227,592345.4761505127,555885.7321739197,594545.4239845276,699748.0392456055,773106.8134307861
frame_432,637044.4297790527,576254.7850608826,558418.1547164917,620274.3053436279,743364.5725250244,671317.8157806396
frame_433,758700.1323699951,590510.1299285889,567763.3285522461,655419.5880889893,642244.6370124817,693534.4934463501
frame_434,655572.3547935486,589248.4188079834,586860.4183197021,652665.6746864319,637241.005897522,685086.190700531
frame_435,691329.0023803711,614790.4992103577,617627.1438598633,653989.1362190247,625128.6268234253,603809.7143173218
frame_436,585123.4197616577,568398.4756469727,569253.0870437622,698037.1475219727,802957.1771621704,684403.0618667603
frame_437,619656.6820144653,564038.9919281006,570046.6632843018,652448.5945701599,725198.1496810913,675284.9817276001
frame_438,617683.7682723999,574375.0333786011,609381.1988830566,633831.7394256592,606638.1931304932,764764.130115509
frame_439,633609.1756820679,592547.8339195251,586686.372756958,678377.2706985474,677540.1830673218,761352.6582717896
frame_440,617077.7082443237,613423.6454963684,617960.9298706055,765053.2722473145,642036.2591743469,674561.7389678955
frame_441,734233.7965965271,576996.3264465332,621635.5562210083,668979.4063568115,637590.4083251953,690678.1196594238
frame_442,590339.6606445312,588695.764541626,626416.265964508,681322.0977783203,647724.6284484863,795615.1962280273
frame_443,654378.4141540527,611634.7908973694,597132.3847770691,629997.7898597717,747089.0879631042,689881.0863494873
frame_444,683382.511138916,592782.6166152954,634559.690952301,654874.861240387,632728.6958694458,731785.1781845093
frame_445,654200.4942893982,619071.6028213501,564732.0747375488,666492.8197860718,783053.994178772,642562.6277923584
frame_446,673745.5725669861,583073.2583999634,575690.8655166626,607081.7708969116,785182.8336715698,705339.3125534058
frame_447,683548.092842102,607356.3694953918,607628.7627220154,644129.9915313721,686670.7801818848,646440.863609314
frame_448,638384.6402168274,590411.126613617,603256.4043998718,664360.7020378113,676577.2700309753,702784.5978736877
frame_449,751401.7820358276,573374.6886253357,587918.6987876892,606009.1853141785,585724.5326042175,685742.2590255737
frame_450,658613.5625839233,602758.1095695496,548505.2466392517,664236.4263534546,650771.6178894043,665286.123752594
frame_451,648808.479309082,576584.5775604248,601405.7397842407,655348.7777709961,674696.5646743774,633326.8880844116
frame_452,650938.1532669067,592981.1000823975,568550.8251190186,635586.0233306885,622404.5753479004,805314.1236305237
frame_453,683669.6863174438,637665.2121543884,602357.3875427246,700810.6708526611,650091.9461250305,655518.7106132507
frame_454,651377.3202896118,608929.5148849487,631359.5175743103,657844.9010848999,668567.5978660583,712034.7619056702
frame_455,676691.0552978516,625229.7759056091,635038.435459137,683938.74168396,657194.6740150452,652020.9312438965
frame_456,649001.5983581543,581315.6962394714,545893.0134773254,594417.929649353,784623.9805221558,774861.3357543945
frame_457,592840.1947021484,566582.977771759,548433.1846237183,602832.555770874,891871.5715408325,727553.1888008118
frame_458,648508.6679458618,573569.655418396,564368.1883811951,681000.5307197571,664387.7029418945,798278.80859375
frame_459,665945.7683563232,582343.4591293335,579342.8421020508,672112.762928009,651238.203048706,779130.5780410767
frame_460,685684.5617294312,581437.9453659058,608064.1150474548,668409.2283248901,716566.3242340088,669951.3792991638
frame_461,661305.2487373352,581778.2878875732,616418.9577102661,651805.5200576782,639074.6831893921,779730.9160232544
frame_462,699923.7537384033,608407.4974060059,568788.2304191589,677522.0632553101,731929.9578666687,643542.1705245972
frame_463,660760.2834701538,614427.2089004517,581018.6862945557,677265.2864456177,732077.3005485535,664564.7883415222
frame_464,689798.2954978943,614756.5841674805,629329.9794197083,634382.0691108704,706518.292427063,655328.3929824829
frame_465,694320.1422691345,619182.8846931458,577987.015247345,639284.9683761597,752891.3021087646,646447.1817016602
frame_466,654633.104801178,601746.4399337769,617279.5295715332,708049.4165420532,655063.6291503906,693341.5532112122
frame_467,656786.322593689,560255.8851242065,563739.4189834595,694475.5911827087,639667.7494049072,815188.6463165283
frame_468,649832.9639434814,640815.3772354126,568740.4870986938,675861.0010147095,698457.7775001526,696406.0068130493
frame_469,694171.5478897095,608546.3762283325,594422.8172302246,716672.420501709,657547.7719306946,658752.7990341187
frame_470,624393.7015533447,563688.9934539795,539002.4781227112,657202.1245956421,790947.437286377,754878.8785934448
frame_471,677052.0210266113,585132.9565048218,570771.9326019287,613078.5942077637,748119.3542480469,735958.8146209717
frame_472,616139.5907402039,621043.4436798096,605747.3421096802,672798.0971336365,777952.3134231567,636432.8265190125
frame_473,668696.2842941284,578752.6369094849,592744.1120147705,679495.3346252441,723649.0249633789,686776.2207984924
frame_474,693995.1181411743,587334.8116874695,572871.4466094971,617460.7276916504,798859.3578338623,659592.1516418457
frame_475,650378.5848617554,611766.1595344543,592256.2479972839,747420.8474159241,677591.1450386047,650700.6883621216
frame_476,681597.3520278931,617717.5045013428,574444.1151618958,645429.3727874756,698691.0700798035,712234.1990470886
frame_477,624906.4207077026,637334.3467712402,578918.8146591187,666926.383972168,733579.8144340515,688447.7734565735
frame_478,665431.6782951355,634400.486946106,586388.5879516602,728714.5853042603,670618.1764602661,644560.0390434265
frame_479,886147.6182937622,888037.3239517212,822077.5127410889,894717.5741195679,921773.2548713684,1024451.494216919
frame_480,926068.4847831726,852738.0228042603,873298.2277870178,927878.8566589355,921475.5296707153,935745.7160949707
frame_481,907340.5265808105,860430.1810264587,834737.0028495789,975160.8371734619,907810.2707862854,951725.959777832
frame_482,981354.4750213623,869763.195514679,841468.334197998,913692.831993103,923428.5354614258,907497.4060058594
frame_483,675741.970539093,609163.0458831787,616211.473941803,695828.914642334,622609.1384887695,710559.070110321
frame_484,618436.3961219788,596187.2935295105,613809.0491294861,634009.2420578003,747933.9838027954,719737.6489639282
frame_485,639478.4450531006,604260.6830596924,584747.9104995728,657371.5209960938,665037.989616394,779217.004776001
frame_486,658008.9330673218,581357.479095459,581531.4054489136,661736.011505127,692734.0030670166,754745.8410263062
frame_487,648118.1383132935,600581.4671516418,632632.0171356201,743183.7320327759,597850.6803512573,707747.5190162659
frame_488,617561.1019134521,599701.2853622437,643329.2627334595,735931.0388565063,654118.0610656738,679472.804069519
frame_489,663572.0729827881,610840.6782150269,631850.1234054565,665137.2909545898,641752.6006698608,716960.9069824219
frame_490,630745.7685470581,583195.2691078186,578076.0049819946,630931.556224823,696526.7658233643,810638.3085250854
frame_491,645246.8037605286,582796.9312667847,609570.2648162842,634670.8536148071,735961.3180160522,721867.4421310425
frame_492,647978.3058166504,575637.3405456543,589413.7620925903,645543.4560775757,678414.2851829529,793126.3446807861
frame_493,705137.2528076172,587345.0040817261,558724.5225906372,614684.7605705261,676373.0645179749,787849.0686416626
frame_494,716660.0227355957,620284.9745750427,600158.0953598022,640018.880367279,714814.9013519287,638176.679611206
frame_495,630495.4290390015,595020.9498405457,641637.921333313,710555.5534362793,701992.7501678467,650410.8905792236
frame_496,656029.1051864624,620911.4193916321,633824.2292404175,700383.3055496216,650509.1190338135,668456.4352035522
frame_497,690663.9337539673,611471.7125892639,618076.8609046936,694519.5198059082,662343.442440033,653038.1441116333
frame_498,644017.1003341675,585860.3715896606,544865.608215332,642191.7676925659,835292.9353713989,677885.8304023743
frame_499,616775.0358581543,583537.0421409607,610303.8191795349,745243.1917190552,714776.873588562,659477.5915145874
frame_500,643782.8540802002,632270.5149650574,569488.1081581116,665804.6245574951,701851.7255783081,716915.7266616821
frame_501,617702.7225494385,571246.2067604065,584733.6649894714,648035.4070663452,819582.462310791,688813.2095336914
frame_502,628060.4004859924,596927.4044036865,604314.1484260559,630588.0546569824,788728.8331985474,681494.8320388794
frame_503,670451.283454895,596691.7276382446,562418.5800552368,661939.7401809692,689136.3859176636,749475.89635849
frame_504,678971.5886116028,583639.8601531982,590950.4890441895,613106.8468093872,648308.0387115479,815136.9094848633
frame_505,656672.477722168,597215.7120704651,621934.4139099121,624841.2132263184,737596.2138175964,691853.5232543945
frame_506,682185.4710578918,612174.9877929688,630187.6306533813,629076.6596794128,642160.4156494141,734328.4487724304
frame_507,696278.1548500061,600126.8625259399,584338.6054039001,686079.5617103577,644663.92993927,718626.4395713806
frame_508,657911.0622406006,642263.2336616516,632161.9749069214,717353.1651496887,610706.090927124,669718.0271148682
frame_509,685793.1613922119,594475.5673408508,555711.4481925964,612863.6002540588,821751.4753341675,659518.3610916138
frame_510,696235.179901123,594189.8822784424,603353.9772033691,654695.9280967712,653487.0266914368,728151.6790390015
frame_511,703075.7665634155,599074.0656852722,587485.5518341064,679176.926612854,660635.7097625732,700665.5931472778
frame_512,651031.494140625,619437.5157356262,583773.672580719,692736.6256713867,682473.4210968018,700660.8843803406
frame_513,683931.1122894287,610132.2174072266,577911.8537902832,685063.0640983582,636777.2221565247,736298.0842590332
frame_514,608149.1112709045,627901.9713401794,601558.1488609314,617158.3533287048,680777.6689529419,794568.4194564819
frame_515,651349.2465019226,627821.9223022461,594437.1223449707,634692.0132637024,695066.0347938538,726747.3936080933
frame_516,702929.1391372681,595229.6853065491,587952.8522491455,687686.8009567261,643892.6458358765,712422.4901199341
frame_517,693949.5801925659,626974.4038581848,567319.393157959,674031.9728851318,689989.2091751099,677849.0543365479
frame_518,709427.5951385498,624351.0842323303,592510.7002258301,644138.0977630615,669919.9676513672,689766.1089897156
frame_519,646488.6665344238,584748.6257553101,569986.2241744995,655541.0027503967,656686.1867904663,816662.9076004028
frame_520,736849.5464324951,646113.5149002075,576014.3399238586,652064.2042160034,658641.5767669678,660430.4313659668
frame_521,672064.3639564514,611750.7815361023,564924.955368042,682053.0891418457,655132.2937011719,744188.0702972412
frame_522,651399.1355895996,590010.5834007263,565253.734588623,711814.9995803833,719170.331954956,692464.8284912109
frame_523,611425.9958267212,581353.0683517456,570560.5149269104,672696.4712142944,692814.1117095947,801263.4515762329
frame_524,658949.077129364,614958.1670761108,552812.2782707214,602094.4714546204,754506.2303543091,746793.3893203735
frame_525,676418.9004898071,596666.8128967285,570459.9618911743,648023.9629745483,650319.2186355591,788224.8163223267
frame_526,687895.9536552429,619087.3384475708,604640.3050422668,674395.5612182617,652231.8720817566,691862.6427650452
frame_527,615916.907787323,584535.0027084351,587086.0815048218,641715.1689529419,753083.5866928101,747776.9255638123
frame_528,670854.8069000244,585501.7900466919,574429.6312332153,631179.0943145752,676237.3447418213,791911.0059738159
frame_529,699248.9099502563,633104.5031547546,582465.7082557678,631951.093673706,666782.9751968384,716560.4829788208
frame_530,674773.4546661377,597108.7217330933,588832.7360153198,642699.4800567627,695242.2857284546,731456.9354057312
