,startoftext,watch</w>,moment</w>,person</w>,sm,acks</w>,person</w>,endoftext
frame_1793,137824.25224781036,122240.5806183815,113508.99189710617,114112.02698945999,121107.0716381073,122109.5398068428,118018.67932081223,151078.87983322144
frame_1794,129092.41020679474,116320.1779127121,114222.42224216461,116098.89566898346,119490.55641889572,120577.47691869736,121497.42990732193,162700.66797733307
frame_1795,144077.330827713,116610.06510257721,113475.82191228867,115886.56157255173,117857.96284675598,120523.57941865921,115143.34380626678,156425.341963768
frame_1796,146357.98335075378,122063.90500068665,115080.8110833168,112510.12235879898,116283.76692533493,119422.15263843536,121688.14241886139,146593.1385755539
frame_1797,136990.5322790146,120527.80389785767,115044.7204709053,114605.80676794052,118794.95531320572,123851.67926549911,118914.73084688187,151269.74880695343
frame_1798,131148.44262599945,124217.54002571106,116092.04858541489,114030.69645166397,119745.85801362991,125046.08929157257,117959.18643474579,151760.13112068176
frame_1799,138733.34228992462,124134.39899682999,112787.8651022911,113570.34742832184,119500.45824050903,122025.11727809906,119324.4531750679,149924.02493953705
frame_1800,135232.53798484802,117717.56410598755,114669.87431049347,112487.35338449478,118339.32250738144,119227.63288021088,122148.0518579483,160177.63316631317
frame_1801,133469.77531909943,120632.46965408325,113728.78402471542,112934.21685695648,119122.37107753754,126067.77250766754,121521.56233787537,152523.04077148438
frame_1802,134247.34771251678,120806.2469959259,114746.97291851044,115119.44979429245,119748.3018040657,120636.78354024887,119400.59065818787,155294.2842245102
frame_1803,139224.72298145294,119793.6087846756,113906.40586614609,112601.40687227249,116778.04589271545,118091.34483337402,116357.68413543701,163246.82533740997
frame_1804,137154.4450521469,117361.74672842026,112658.25480222702,113171.31668329239,119231.2091588974,120928.93570661545,119844.9432849884,159649.17838573456
frame_1805,147638.79776000977,116110.08644104004,114605.41188716888,112064.36902284622,116726.89765691757,117413.40905427933,118708.88620615005,156732.15687274933
frame_1806,133669.12305355072,118663.4749174118,114172.7864742279,116763.23413848877,121152.17745304108,125902.83155441284,120642.91536808014,149033.47194194794
frame_1807,136084.36286449432,122950.18136501312,115311.36929988861,113177.85084247589,118028.35017442703,120264.72389698029,118977.88941860199,155205.27958869934
frame_1808,134678.9300441742,117294.14016008377,114051.82629823685,113150.42525529861,119212.3219370842,121952.71253585815,117599.22653436661,162060.40978431702
frame_1809,137345.98457813263,120165.34805297852,113742.66445636749,114621.25927209854,122453.2350897789,123384.28944349289,124440.39434194565,143846.8098640442
frame_1810,133168.5185432434,119307.71917104721,114146.11339569092,114522.14419841766,117707.7665925026,119855.82858324051,119711.89081668854,161580.02614974976
frame_1811,130270.64502239227,118608.23631286621,115793.39951276779,114308.09646844864,119289.79307413101,122708.05239677429,119967.48298406601,159054.29422855377
frame_1812,135684.86273288727,120836.5336060524,113173.84243011475,113232.82867670059,117660.0232720375,121766.67898893356,117967.70989894867,159677.53529548645
frame_1813,141291.7971611023,117381.28215074539,113812.82657384872,115290.26180505753,119305.13381958008,123874.91762638092,121104.31492328644,147939.47339057922
frame_1814,130916.99779033661,128377.58660316467,115325.74892044067,115000.419318676,121559.05365943909,124371.10394239426,118944.62257623672,145504.4150352478
frame_1815,135014.71281051636,115529.75326776505,114294.46935653687,113970.26479244232,119900.4128575325,118457.8388929367,121113.59089612961,161718.94967556
frame_1816,133081.30204677582,118949.36859607697,114810.36990880966,116122.43205308914,120431.87767267227,120219.78199481964,118442.68441200256,157942.17586517334
frame_1817,132954.06103134155,119157.15038776398,113221.77946567535,114973.85054826736,117893.0476307869,121054.32897806168,120308.92074108124,160436.86866760254
frame_1818,141036.19754314423,116170.70436477661,114659.3913435936,113989.23397064209,120322.97253608704,121145.5687880516,120757.87782669067,151918.06852817535
frame_1819,131434.64922904968,121016.32356643677,114144.86169815063,114989.39990997314,118462.08572387695,121667.79488325119,120163.81323337555,158121.09410762787
frame_1820,135531.2168598175,119065.12081623077,115481.57036304474,114196.7847943306,118375.08529424667,124289.69144821167,120513.84896039963,152546.688914299
frame_1821,134384.28938388824,121198.58711957932,113612.8306388855,112736.47099733353,118707.45569467545,123537.31691837311,116848.46132993698,158974.5581150055
frame_1822,132203.95147800446,117518.97633075714,114482.0973277092,113633.6475610733,118121.28871679306,120755.61285018921,122000.41860342026,161283.9698791504
frame_1823,141472.86117076874,118539.75802659988,113711.94571256638,114682.26462602615,119138.89646530151,124061.65152788162,120277.46438980103,148115.1580810547
frame_1824,136165.8275127411,122870.75817584991,115098.46150875092,113815.01704454422,118483.87122154236,126614.07887935638,117510.21444797516,149441.74885749817
frame_1825,136964.26153182983,121408.6189866066,112403.504550457,113392.80754327774,117884.70298051834,117153.50300073624,119501.18094682693,161291.4204597473
frame_1826,137820.89948654175,119251.46728754044,113496.89960479736,112673.15596342087,120622.54548072815,122291.59474372864,117136.19530200958,156707.21232891083
frame_1827,135748.9675283432,120362.21474409103,114273.26500415802,113023.7951874733,119410.39562225342,121673.3306646347,121078.05162668228,154429.95727062225
frame_1828,134111.27030849457,116534.91854667664,113011.31546497345,111720.68119049072,117446.07985019684,117199.80090856552,118399.76906776428,171576.18701457977
frame_1829,133010.73014736176,117878.43704223633,113181.09184503555,112104.28178310394,118492.491543293,121624.81993436813,118143.32753419876,165564.79036808014
frame_1830,132567.82293319702,121558.88229608536,113786.34721040726,113052.73324251175,119621.75369262695,122270.44254541397,117509.68545675278,159632.3400735855
frame_1831,137631.90805912018,116635.96332073212,114457.55511522293,115467.32485294342,119399.58482980728,123673.53588342667,119915.4332280159,152818.65000724792
frame_1832,141631.27541542053,117180.2505850792,114010.90770959854,115092.9182767868,116834.67030525208,117377.44510173798,117233.0379486084,160639.53936100006
frame_1833,133510.18726825714,118548.61676692963,114738.14398050308,114599.8165011406,119190.32782316208,124885.2014541626,120295.53949832916,154232.1741580963
frame_1834,131891.95096492767,120703.86856794357,114256.81412220001,113929.91989850998,120846.25661373138,126368.88027191162,117622.22647666931,154380.08308410645
frame_1835,139191.03145599365,118683.15935134888,114000.95373392105,113113.28411102295,120466.17269515991,121533.00642967224,117794.40939426422,155217.9604768753
frame_1836,130705.07347583771,120859.41433906555,115043.2825088501,114835.04623174667,119897.9914188385,122072.12299108505,119771.8158364296,156815.305352211
frame_1837,138780.8471918106,116070.2034831047,112360.69351434708,113320.35064697266,119116.77569150925,120602.26500034332,120137.520134449,159611.38904094696
frame_1838,133600.6373167038,118269.62977647781,113969.22171115875,116226.32294893265,120868.57855319977,125609.96413230896,118559.21149253845,152896.448969841
frame_1839,137192.89004802704,116135.74624061584,113131.50078058243,113290.48126935959,117733.20287466049,120185.0026845932,119029.77526187897,163301.40829086304
frame_1840,139078.0806541443,120719.18696165085,113721.16208076477,114281.19242191315,117309.30954217911,121632.82930850983,119105.94999790192,154152.2592306137
frame_1841,133327.00729370117,122587.96393871307,114319.11587715149,116786.97913885117,119074.09876585007,118569.15056705475,121566.46698713303,153769.18017864227
frame_1842,129131.12342357635,116573.17727804184,114658.60158205032,113115.45222997665,118342.0717716217,123485.41617393494,119837.2021317482,164856.9405078888
frame_1843,130698.36795330048,117194.34708356857,113159.58946943283,113045.72969675064,120542.13881492615,121604.95668649673,116723.00100326538,167031.8841934204
frame_1844,128730.68451881409,119125.3587603569,113128.15546989441,113758.54909420013,118121.88476324081,122146.57664299011,119584.50824022293,165404.2899608612
frame_1845,130013.28706741333,118703.64844799042,112973.43671321869,114042.31935739517,118129.57376241684,120369.21083927155,119341.51500463486,166427.00135707855
frame_1846,140169.85893249512,116931.17767572403,113492.60807037354,111462.5409245491,114632.93433189392,116591.29709005356,119518.42904090881,167201.13158226013
frame_1847,135151.38626098633,122981.55575990677,114637.73250579834,114826.06828212738,119487.52403259277,120153.72514724731,118531.26436471939,154230.71384429932
frame_1848,131194.8448419571,115312.3751282692,114251.65832042694,114156.55165910721,118947.87847995758,123684.53294038773,118984.48318243027,163467.675447464
frame_1849,130689.50176239014,120621.79297208786,114590.13819694519,114228.53171825409,120169.38626766205,121137.77548074722,118813.99154663086,159748.8671541214
frame_1850,135890.51365852356,121321.94638252258,113455.96611499786,115337.59534358978,121642.26174354553,120174.27384853363,119580.03789186478,152597.45717048645
frame_1851,141542.9264307022,118480.57061433792,113997.02727794647,113646.66372537613,119107.96165466309,117154.14375066757,118621.08111381531,157449.6179819107
frame_1852,130347.20718860626,119217.23932027817,113458.14913511276,113401.88980102539,119460.85840463638,123950.74218511581,120416.09734296799,159747.80917167664
frame_1853,133391.49951934814,116539.16537761688,113981.25439882278,114467.24832057953,117980.0033569336,122015.06644487381,119770.57158946991,161855.22079467773
frame_1854,134921.8636751175,116612.45673894882,114392.34018325806,114877.09730863571,120197.40790128708,122007.31784105301,118801.13184452057,158190.32490253448
frame_1855,131794.9891090393,118941.41882658005,114247.61265516281,113268.79262924194,118428.61026525497,122094.73550319672,119819.11957263947,161404.69908714294
frame_1856,131775.23016929626,119615.47285318375,113622.41208553314,112151.75688266754,116216.36152267456,118689.96918201447,117835.23857593536,170093.55127811432
frame_1857,140560.0905418396,116956.71826601028,114148.43052625656,113369.34566497803,117536.56715154648,117648.04273843765,118464.26874399185,161316.54381752014
frame_1858,131410.49444675446,121970.72803974152,115582.39907026291,116565.25731086731,120393.2985663414,122454.46443557739,122222.78863191605,149400.59185028076
frame_1859,130042.86587238312,115200.17683506012,114162.4003648758,112219.54226493835,116066.66445732117,117835.134267807,117516.10040664673,176957.1453332901
frame_1860,126608.07371139526,119656.31693601608,113553.9785027504,114467.75496006012,118421.56201601028,116864.33106660843,118198.53633642197,172229.45392131805
frame_1861,134609.654545784,120464.09398317337,112630.87391853333,111981.54836893082,116493.18039417267,118074.56612586975,120619.05860900879,165126.9942522049
frame_1862,144402.77218818665,119784.58613157272,112863.80141973495,113382.4959397316,116706.06583356857,117352.13547945023,118877.04581022263,156631.06739521027
frame_1863,131590.91770648956,116768.06956529617,113265.10459184647,112619.8098063469,118869.74424123764,121808.08931589127,121468.14912557602,163610.0709438324
frame_1864,127992.09356307983,117562.75594234467,113780.78162670135,115372.4193572998,121514.47683572769,120179.39239740372,120319.09078359604,163279.04164791107
frame_1865,132971.94242477417,119040.48919677734,113898.22512865067,112798.37042093277,116400.56222677231,119464.06215429306,122603.93053293228,162822.4402666092
frame_1866,143743.72363090515,120418.63799095154,113641.8804526329,112699.05418157578,117234.56531763077,122224.03287887573,118830.40517568588,151207.74507522583
frame_1867,135523.9748954773,118828.52762937546,120010.92731952667,115125.54436922073,119798.60067367554,121811.80715560913,118674.81470108032,150225.84795951843
frame_1868,140577.033162117,116184.00365114212,113899.1266489029,113087.43804693222,119046.47946357727,120504.07379865646,118897.56470918655,157804.26561832428
frame_1869,134901.85141563416,119563.77327442169,114208.58651399612,113922.3650097847,118235.69983243942,120250.77641010284,120778.38182449341,158138.58807086945
frame_1870,134758.05521011353,121039.80779647827,114306.11461400986,113182.14982748032,120480.35115003586,123458.52702856064,123183.18337202072,149591.80355072021
frame_1871,137193.76921653748,117693.88616085052,114551.33557319641,113249.54032897949,119561.00910902023,118254.12511825562,118887.60328292847,160608.73866081238
frame_1872,138793.0065393448,120834.29843187332,115784.13099050522,113987.30427026749,120124.7125864029,125700.30987262726,118902.41503715515,145873.82972240448
frame_1873,131623.43204021454,115196.92093133926,113845.91460227966,114773.65344762802,121463.47016096115,122711.87454462051,118959.97822284698,161424.72624778748
frame_1874,133288.3983850479,120205.23846149445,115764.42420482635,115241.44560098648,120774.045586586,122227.61660814285,123977.88465023041,148520.94650268555
frame_1875,134727.64194011688,117582.17960596085,114927.45578289032,115127.41446495056,120211.30323410034,121979.99656200409,119518.80156993866,155925.24409294128
frame_1876,133786.3653898239,117696.25544548035,113899.26075935364,113200.44100284576,116304.63600158691,115906.0150384903,118415.90702533722,170791.10443592072
frame_1877,126903.20611000061,117789.04497623444,115171.32073640823,112491.1904335022,118203.45371961594,121849.425137043,119227.78934240341,168364.55464363098
frame_1878,132685.28878688812,116136.78187131882,114330.80583810806,115115.38922786713,119510.61338186264,120945.90812921524,119427.68096923828,161847.5466966629
frame_1879,130267.1730518341,117546.73719406128,115169.78591680527,113109.00747776031,118832.3125243187,122278.72014045715,117519.0582871437,165277.27246284485
frame_1880,138811.78200244904,116395.33191919327,113399.6993303299,113986.92429065704,117430.15795946121,119096.37600183487,121122.37513065338,159757.3459148407
frame_1881,135995.0602054596,117705.799639225,114828.42266559601,113486.34958267212,121167.00410842896,122374.88478422165,120147.60822057724,154294.86334323883
frame_1882,129899.57630634308,120642.60244369507,114655.05510568619,114534.32589769363,122888.34154605865,121676.86969041824,123195.8270072937,152507.40945339203
frame_1883,130914.94143009186,120723.1879234314,115584.596991539,116742.49917268753,121471.39757871628,123242.40803718567,119116.45531654358,152204.4986486435
frame_1884,140793.91956329346,117838.7925028801,114897.34798669815,114600.81487894058,119111.38892173767,121350.35544633865,118822.3659992218,152585.04450321198
frame_1885,132132.47060775757,120919.73423957825,113968.50645542145,113540.20982980728,119921.19252681732,119443.95303726196,118927.80661582947,161146.1192369461
frame_1886,129857.98716545105,122720.09253501892,112963.36352825165,113360.30066013336,116344.80208158493,117963.55992555618,117953.65810394287,168836.23600006104
frame_1887,139105.34977912903,116904.87712621689,114328.7792801857,115690.79011678696,117679.81201410294,118211.94738149643,125027.6267528534,153050.83990097046
frame_1888,133445.5907344818,116345.88241577148,114716.7757153511,114001.60193443298,118490.569293499,120833.07653665543,119836.9562625885,162329.62906360626
frame_1889,140470.7133769989,121513.2549405098,114473.29074144363,114724.16669130325,119365.67723751068,122322.04526662827,120748.91477823257,146381.97422027588
frame_1890,129788.93518447876,122562.03591823578,114537.96178102493,114622.22784757614,123718.29897165298,126789.12281990051,120909.12461280823,147072.27051258087
frame_1891,128678.96258831024,117181.37562274933,114176.99605226517,114773.80245923996,121305.32413721085,121447.10123538971,118679.2254447937,163757.17520713806
frame_1892,139589.48850631714,117893.93424987793,112264.2233967781,113032.22179412842,115909.68072414398,116710.96086502075,119786.70209646225,164812.75856494904
frame_1893,132290.8103466034,119576.49141550064,116165.71992635727,117119.82637643814,120608.1211566925,122812.05505132675,118551.14996433258,152875.82576274872
frame_1894,132338.80698680878,123230.53926229477,114349.18642044067,113410.1077914238,119051.59056186676,122101.70924663544,118510.94663143158,157007.098197937
frame_1895,137117.35606193542,119363.16639184952,115292.31816530228,115275.59161186218,121138.37897777557,121127.97796726227,117366.64175987244,153318.56906414032
frame_1896,139053.86626720428,119527.09406614304,115951.00164413452,113179.97425794601,118912.19764947891,122274.7266292572,118504.65089082718,152596.50349617004
frame_1897,139408.49900245667,121239.90058898926,115703.81373167038,114031.22544288635,121443.42809915543,123721.10784053802,119159.54947471619,145292.4609184265
frame_1898,141823.410987854,116298.608481884,114040.82924127579,114170.23837566376,118792.15389490128,118447.51983880997,118196.05529308319,158231.10938072205
frame_1899,132519.76668834686,122042.06734895706,113504.63330745697,112474.4638800621,118631.80249929428,118724.83789920807,121543.07216405869,160559.44561958313
frame_1900,131699.5769739151,119363.11423778534,114137.06094026566,113071.86633348465,118686.27369403839,120935.61142683029,120553.3817410469,161553.08485031128
frame_1901,141063.00473213196,119615.97204208374,116406.12035989761,113413.15507888794,118443.77219676971,126841.18747711182,121565.0662779808,142651.69203281403
frame_1902,133206.72512054443,118333.50360393524,113777.72688865662,113000.80269575119,118632.7114701271,120852.991938591,121436.54376268387,160759.03177261353
frame_1903,142724.1861820221,115154.51967716217,114789.61259126663,114081.2635421753,120211.07971668243,117423.31832647324,119043.78980398178,156572.20780849457
frame_1904,132902.6222229004,123065.9931898117,113970.62987089157,112791.83626174927,118312.21729516983,119848.55681657791,120208.05478096008,158900.02250671387
frame_1905,132463.08267116547,115438.49110603333,113379.23258543015,114812.36666440964,119161.9336605072,118099.71183538437,119855.06117343903,166790.06814956665
frame_1906,132436.1115694046,120687.46238946915,113347.05352783203,112260.20753383636,118383.90678167343,118941.7615532875,116838.76812458038,167104.70616817474
frame_1907,135225.3258228302,118732.13946819305,113525.46513080597,112626.59728527069,117748.80439043045,118153.28896045685,120429.94797229767,163558.39371681213
frame_1908,135233.93869400024,118145.33174037933,112155.12454509735,112121.95456027985,116139.46408033371,116891.34687185287,118477.67978906631,170835.16716957092
frame_1909,142432.85357952118,122068.27104091644,112982.55622386932,112171.2476015091,118480.35454750061,118263.98223638535,119197.39842414856,154403.34379673004
frame_1910,135327.68189907074,118220.65711021423,115042.64920949936,117495.1046705246,122170.3290939331,122326.60502195358,119117.74426698685,150299.25107955933
frame_1911,137521.25203609467,122600.95030069351,114728.6668419838,114079.3263912201,121518.95463466644,123754.67270612717,119226.23962163925,146569.96726989746
frame_1912,134257.2420835495,117133.2523226738,115018.41992139816,113914.78031873703,118219.46501731873,121910.01325845718,120105.75085878372,159441.11347198486
frame_1913,135350.21245479584,116492.99412965775,113305.02480268478,112729.07257080078,117094.59871053696,119219.48939561844,119995.39285898209,165813.22252750397
frame_1914,132701.36713981628,121697.90267944336,116382.04008340836,116428.4497499466,118794.12829875946,121296.15247249603,120253.13824415207,152446.86603546143
frame_1915,143024.7277021408,117806.88166618347,116016.17187261581,113169.95322704315,116590.44772386551,118214.9350643158,119878.69441509247,155298.20322990417
frame_1916,130428.2397031784,118839.8227095604,116067.46912002563,114269.24914121628,117383.57692956924,120948.46367835999,115520.31338214874,166542.8727865219
frame_1917,133637.4282836914,121642.5821185112,113968.02216768265,112992.42824316025,118232.98782110214,120680.47374486923,119608.17128419876,159237.90633678436
frame_1918,133762.25531101227,117232.38974809647,114202.88681983948,113609.63433980942,121733.82192850113,117969.29687261581,120069.19831037521,161420.5241203308
frame_1919,138050.22835731506,117532.20111131668,113357.84941911697,113239.586353302,117713.67490291595,118921.04148864746,118503.59290838242,162681.78820610046
frame_1920,146929.5173883438,123088.2778763771,114886.49249076843,112541.0795211792,117727.04124450684,117629.91547584534,118068.41194629669,149129.28640842438
frame_1921,130415.81213474274,118899.55401420593,113570.80936431885,114219.2855477333,118478.32053899765,119552.79111862183,119934.8047375679,164928.6448955536
frame_1922,129167.91439056396,119440.83124399185,114418.52897405624,113531.74597024918,118042.67764091492,119495.62281370163,120501.77901983261,165400.86269378662
frame_1923,136489.73405361176,121421.97787761688,113255.77646493912,113206.91555738449,118494.53300237656,120233.61772298813,117036.40222549438,159861.0132932663
frame_1924,134990.3643131256,115955.56139945984,113399.02877807617,113218.93334388733,120465.33823013306,122264.48953151703,120265.61051607132,159440.68133831024
frame_1925,139015.13814926147,121161.46087646484,114094.8235988617,114077.19552516937,118364.89289999008,119941.13773107529,121336.38560771942,152008.98051261902
frame_1926,141548.09713363647,118758.79764556885,114044.89725828171,113161.62347793579,121866.88184738159,119561.67966127396,118891.6340470314,152166.39637947083
frame_1927,130824.29766654968,117924.79455471039,115422.21903800964,117173.38114976883,122051.82760953903,126149.10304546356,117497.96569347382,152956.36653900146
frame_1928,142250.1504421234,119358.01059007645,116021.97587490082,114281.38613700867,116687.55114078522,119991.58561229706,120267.45826005936,151141.9117450714
frame_1929,139270.61855793,116618.02232265472,114056.51271343231,112552.31499671936,117432.43783712387,120878.36861610413,119861.88590526581,159329.8614025116
frame_1930,129477.39660739899,117130.74147701263,114988.10350894928,113667.48809814453,119320.15419006348,119301.90026760101,120984.24136638641,165129.97448444366
frame_1931,132290.0354862213,117261.76738739014,113633.27503204346,114722.92989492416,123488.35170269012,125602.14102268219,118874.86279010773,154126.65903568268
frame_1932,136916.9056415558,120370.19431591034,113142.89271831512,112030.82650899887,120372.99573421478,117268.27174425125,116299.77077245712,163598.07550907135
frame_1933,143266.64805412292,118312.72393465042,113955.17736673355,112749.74048137665,120980.45647144318,121191.21849536896,122288.2866859436,147255.7634115219
frame_1934,129435.42003631592,119650.55018663406,114450.21629333496,113311.15663051605,120105.69870471954,120179.71277236938,118969.28399801254,163897.94647693634
frame_1935,141655.72822093964,120032.32538700104,113450.65385103226,113111.24265193939,117859.96705293655,116386.41357421875,124527.61083841324,152976.05097293854
frame_1936,131023.71990680695,119036.38392686844,114342.8310751915,114419.87007856369,121820.87451219559,125495.74673175812,119161.456823349,154699.07224178314
frame_1937,132158.69665145874,119493.7527179718,114535.8681678772,113117.19566583633,121582.2696685791,123106.30083084106,118245.13971805573,157760.75422763824
frame_1938,129918.84350776672,121972.2256064415,114487.78957128525,113276.31771564484,120003.8269162178,121420.51756381989,119326.59894227982,159593.92488002777
frame_1939,141274.30319786072,117411.27073764801,113849.72184896469,114633.29941034317,118498.33279848099,121517.40491390228,119404.3681025505,153411.29899024963
frame_1940,134067.72911548615,119871.92928791046,115217.00024604797,113489.21060562134,119048.75934123993,121335.88641881943,119300.84228515625,157668.63524913788
frame_1941,128650.85899829865,119389.75751399994,114324.30148124695,113038.19715976715,120265.96814393997,121612.47432231903,117657.21440315247,165061.25032901764
frame_1942,132773.42915534973,115654.1258096695,113379.28473949432,113592.93758869171,121290.33356904984,118870.86927890778,119002.69985198975,165436.34235858917
frame_1943,138245.6123828888,116704.15848493576,113638.84061574936,114140.5776143074,117295.2950000763,118452.23605632782,118658.28931331635,162865.01288414001
frame_1944,138658.71727466583,118870.8022236824,114924.69906806946,112952.07589864731,118570.7151889801,124251.70838832855,120032.78732299805,151738.53933811188
frame_1945,138668.87986660004,115922.711789608,112962.09692955017,113097.51868247986,118331.77506923676,117536.80557012558,121255.21153211594,162224.99310970306
frame_1946,133721.2771177292,117048.35295677185,115360.3196144104,114038.10977935791,120449.19282197952,120918.30372810364,118595.10093927383,159869.31324005127
frame_1947,135735.52668094635,119037.62817382812,115426.30940675735,112968.3256149292,119101.27103328705,123703.56172323227,121513.80628347397,152513.5636329651
frame_1948,144873.33595752716,116487.94263601303,114694.88590955734,117380.46258687973,119676.93269252777,119253.77696752548,118884.31012630463,148748.33822250366
frame_1949,132116.77968502045,120497.6737499237,114940.04726409912,113601.34929418564,118920.57210206985,122328.46766710281,118451.87842845917,159143.19455623627
frame_1950,138750.94056129456,117709.12259817123,115115.225315094,114780.44092655182,118975.05819797516,122824.85514879227,121088.32597732544,150756.03127479553
frame_1951,126497.7902173996,119500.11551380157,114314.77218866348,113065.205514431,120644.31607723236,120578.15492153168,118951.60377025604,166448.05669784546
frame_1952,133042.99116134644,115971.59504890442,114044.45767402649,116081.1334848404,119244.59785223007,119239.82203006744,120596.31198644638,161779.10566329956
frame_1953,135186.37418746948,118589.43104743958,114676.93746089935,115054.39132452011,118743.9039349556,119540.94469547272,123553.8199543953,154654.17504310608
frame_1954,143558.3233833313,121946.7967748642,114074.12588596344,114377.20060348511,121382.47489929199,118799.04568195343,121865.94307422638,143996.05989456177
frame_1955,135536.25345230103,120370.7903623581,112875.53608417511,111841.68606996536,118755.46723604202,118035.52508354187,119338.48261833191,163246.2739944458
frame_1956,137212.66388893127,116287.000477314,114781.07422590256,112844.84714269638,117801.36078596115,121106.37128353119,120993.21186542511,158973.48523139954
frame_1957,135326.22158527374,119730.95685243607,114140.60741662979,112728.17850112915,116484.50046777725,120642.69930124283,120431.05810880661,160515.74051380157
frame_1958,140256.46448135376,116861.4849448204,114335.42519807816,116127.66981124878,118676.86361074448,119368.18808317184,119504.69017028809,154869.1838979721
frame_1959,135352.9393672943,120373.30120801926,115512.1773481369,114495.50092220306,119661.1225605011,120378.21859121323,119194.3883895874,155032.30690956116
frame_1960,134894.4753408432,121430.71740865707,115027.50217914581,115429.72922325134,122022.97896146774,119742.56485700607,119942.0914053917,151509.92572307587
frame_1961,141156.8969488144,124817.56508350372,115254.20844554901,113464.18410539627,117534.44373607635,120237.15674877167,118032.32878446579,149503.26085090637
frame_1962,134527.62365341187,123796.9920039177,115193.11368465424,112973.91355037689,118322.38733768463,121623.63529205322,119222.67079353333,154339.67113494873
frame_1963,140022.11391925812,119232.63967037201,116373.82209300995,114411.21250391006,119640.10447263718,119712.81468868256,120807.76691436768,149799.48103427887
frame_1964,133135.45286655426,121934.03393030167,116117.32095479965,115935.92166900635,119833.52154493332,123389.05781507492,123733.93774032593,145920.7534790039
frame_1965,129156.00836277008,117407.99993276596,113702.58778333664,112256.85477256775,118277.81051397324,120936.28197908401,116420.23175954819,171842.15784072876
frame_1966,139230.95166683197,118243.12061071396,114428.71391773224,113818.75723600388,119615.29403924942,120516.95585250854,119522.8174328804,154623.3594417572
frame_1967,136222.67544269562,120888.09907436371,114423.64007234573,112738.76577615738,122140.7800912857,121221.97449207306,118473.43295812607,153890.59484004974
frame_1968,128144.10030841827,118557.3935508728,115598.25390577316,114761.51645183563,121290.33356904984,123788.34933042526,118990.98008871078,158869.07279491425
frame_1969,140318.6321258545,120151.0950922966,115382.619202137,112635.41877269745,116351.85778141022,119779.33347225189,118046.07510566711,157334.98334884644
frame_1970,135293.6029434204,116930.58162927628,112957.79794454575,113290.30245542526,118353.54566574097,119581.30449056625,121041.08929634094,162551.74577236176
frame_1971,133500.41210651398,118213.36299180984,113796.33843898773,112940.66905975342,117430.9179186821,120427.13910341263,119119.19713020325,164571.97070121765
frame_1972,129801.02002620697,119979.56782579422,113445.74391841888,112916.64838790894,117810.10776758194,118394.06192302704,120063.08138370514,167589.75386619568
frame_1973,128017.30632781982,123979.29280996323,115992.56843328476,114182.07734823227,121723.2421040535,123913.54143619537,118729.88194227219,153462.12685108185
frame_1974,134374.29070472717,119276.78436040878,115001.19417905807,114024.20699596405,119963.96631002426,124835.5582356453,122479.05880212784,150044.93296146393
frame_1975,136166.5427684784,121276.3786315918,113981.53752088547,113401.07768774033,120434.06814336777,124313.42899799347,118226.35680437088,152200.6243467331
frame_1976,129875.45132637024,119600.11720657349,113896.38483524323,114322.08120822906,121139.5189166069,121890.00099897385,119673.20740222931,159603.25300693512
frame_1977,132481.27698898315,117771.96079492569,113877.21449136734,113966.47244691849,124728.88082265854,124969.43771839142,118952.58724689484,153252.21419334412
frame_1978,145373.1656074524,121290.59433937073,116169.48992013931,114258.43089818954,118269.61487531662,122152.24653482437,120156.4222574234,142330.02066612244
frame_1979,147166.9226884842,119846.4184999466,113531.55225515366,111651.88252925873,119226.5897989273,121588.334441185,117375.11307001114,149613.1420135498
frame_1980,131174.31104183197,128914.54994678497,115708.8428735733,113857.07557201385,118230.4099202156,121312.32768297195,119752.95096635818,151049.53944683075
frame_1981,134423.19631576538,118778.7652015686,113160.11101007462,113155.34263849258,119742.9969906807,118671.63330316544,120740.81599712372,161327.18324661255
frame_1982,128593.89185905457,121553.74884605408,115243.22628974915,116121.83600664139,122020.95240354538,126878.39567661285,120779.66332435608,148808.27069282532
frame_1983,146699.6967792511,114362.50805854797,114311.53863668442,113928.22861671448,118097.54371643066,122215.3827548027,119246.92988395691,151138.14175128937
frame_1984,134590.31283855438,121725.894510746,114522.56143093109,114641.36838912964,119405.44843673706,123208.05341005325,119158.27542543411,152748.12281131744
frame_1985,132149.21951293945,117412.92476654053,114114.37392234802,113325.99818706512,120988.54780197144,122339.93411064148,118883.46076011658,160785.54093837738
frame_1986,132987.70785331726,118140.14613628387,114589.10256624222,114252.66414880753,118888.19932937622,121859.110891819,118666.76062345505,160616.30845069885
frame_1987,134146.0794210434,117709.50257778168,113448.10575246811,111425.56369304657,116986.34922504425,122828.70709896088,117961.5780711174,165494.09925937653
frame_1988,132552.3406267166,116974.89023208618,113265.20144939423,114444.46444511414,120466.26210212708,123398.65416288376,124055.62400817871,154842.51081943512
frame_1989,142392.96317100525,119779.59424257278,114258.91518592834,113197.11804389954,116714.66380357742,121471.44973278046,121350.2287864685,150835.02233028412
frame_1990,132075.2203464508,119680.88150024414,115271.15106582642,115337.33457326889,118058.10034275055,121166.29630327225,120721.78721427917,157689.22865390778
frame_1991,129174.05366897583,115806.85526132584,116285.07822751999,114109.97062921524,120040.58808088303,123744.94224786758,119463.27984333038,161375.2394914627
